step, cross_entropy, loss, train_accuracy
1,2.64602,2.85809,0.046875
33,1.85616,2.06958,0.257813
65,1.79419,2.00747,0.265625
97,1.73404,1.94673,0.359375
129,1.65977,1.872,0.414063
