step, cross_entropy, loss, train_accuracy
1,2.64064,2.42857,0.0703125
101,1.66249,1.43413,0.226563
201,1.45721,1.21222,0.291667
301,1.25118,0.988415,0.353516
394,1.03155,0.750453,0.578125
494,1.03738,0.735647,0.613281
594,0.949902,0.626269,0.614583
694,0.857355,0.510782,0.626953
787,0.661985,0.292785,0.742188
887,0.858196,0.463395,0.71875
987,0.644099,0.222453,0.736979
1087,0.600463,0.151133,0.746094
1180,0.400208,-0.0767773,0.820313
1280,0.562528,0.0543113,0.796875
1380,0.450277,-0.0904109,0.817708
1480,0.418729,-0.155706,0.824219
1573,0.27153,-0.336237,0.890625
1673,0.459226,-0.185501,0.867188
1773,0.33467,-0.348612,0.867188
1873,0.235071,-0.487014,0.882813
1966,0.206214,-0.554206,0.90625
2066,0.316093,-0.486307,0.886719
2166,0.221525,-0.624605,0.908854
2266,0.118545,-0.772579,0.923828
2359,0.125419,-0.808401,0.953125
2459,0.149792,-0.831188,0.945313
2559,0.135101,-0.89385,0.947917
2659,0.0418781,-1.03642,0.958984
2752,0.0739536,-1.05226,0.984375
2852,0.112743,-1.0674,0.96875
2952,0.0941079,-1.14129,0.966146
3052,0.0253781,-1.2661,0.974609
3145,0.0161935,-1.32961,1.0
3245,0.0152026,-1.39109,1.0
3345,0.0705888,-1.39781,0.992188
3445,0.014353,-1.51809,0.994141
3538,0.0187732,-1.57533,0.992188
3638,0.0323116,-1.6315,0.988281
3738,0.0525516,-1.68376,0.984375
3838,0.0351883,-1.77606,0.986328
3931,0.00729812,-1.87513,0.992188
4031,0.0190104,-1.87102,0.992188
4131,0.0262029,-1.87144,0.989583
4231,0.000982348,-1.90429,0.992188
4324,0.00139096,-1.911,1.0
4424,0.00186106,-1.91822,1.0
4524,0.00787251,-1.91992,0.997396
4624,0.000608729,-1.93493,0.998047
4717,0.00107878,-1.94169,1.0
4817,0.00115201,-1.94942,1.0
4917,0.00462827,-1.95378,1.0
5017,0.000497734,-1.96578,1.0
5110,0.000874315,-1.97274,1.0
5210,0.000860647,-1.98068,1.0
5310,0.00309879,-1.9864,1.0
5410,0.000424972,-1.99706,1.0
5503,0.000729418,-2.00421,1.0
5603,0.000682718,-2.0123,1.0
5703,0.00227767,-2.01879,1.0
5803,0.000366794,-2.02881,1.0
