step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
1,2.64588,2.4338,0.0703125,1,2.64064,2.42857,0.0703125,1,2.64216,2.43009,0.0703125,1,2.67597,2.4639,0.0703125,1,2.63592,2.42385,0.0703125,1,2.6468,2.43472,0.0703125,1,2.65588,2.4438,0.0703125,1,2.63517,2.42309,0.0703125
101,1.72877,1.50027,0.207031,101,1.66249,1.43413,0.226563,101,1.85371,1.6265,0.171875,101,1.72642,1.49855,0.203125,101,1.7542,1.5262,0.183594,101,1.84728,1.62085,0.179688,101,1.60225,1.37458,0.234375,101,1.7933,1.56689,0.195313
201,1.36547,1.1195,0.304688,201,1.45721,1.21222,0.291667,201,1.65847,1.4171,0.231771,201,1.50617,1.26255,0.273438,201,1.4599,1.21553,0.28125,201,1.58458,1.34423,0.239583,201,1.30107,1.0561,0.322917,201,1.50006,1.25816,0.244792
301,1.19572,0.931552,0.369141,301,1.25118,0.988415,0.353516,301,1.55283,1.29515,0.277344,301,1.3486,1.08749,0.351563,301,1.34278,1.08047,0.337891,301,1.45644,1.19976,0.298828,301,1.22691,0.963528,0.384766,301,1.49888,1.24023,0.300781
394,0.95141,0.669342,0.664063,394,1.03155,0.750453,0.578125,394,1.27722,1.00314,0.484375,394,1.22009,0.941811,0.546875,394,1.14834,0.86833,0.609375,394,1.25223,0.979741,0.53125,394,1.04294,0.761416,0.59375,394,1.22912,0.954139,0.53125
494,1.11245,0.809536,0.628906,494,1.03738,0.735647,0.613281,494,1.33119,1.03796,0.472656,494,1.19941,0.901183,0.53125,494,1.06972,0.769379,0.597656,494,1.35334,1.06219,0.515625,494,0.931647,0.629691,0.617188,494,1.17473,0.880429,0.539063
594,0.981491,0.656493,0.619792,594,0.949902,0.626269,0.614583,594,1.19294,0.879766,0.505208,594,1.04445,0.725453,0.554688,594,1.08787,0.765801,0.588542,594,1.18717,0.876303,0.528646,594,0.85016,0.526348,0.638021,594,1.14147,0.826502,0.549479
694,0.889125,0.540637,0.630859,694,0.857355,0.510782,0.626953,694,1.25435,0.919707,0.515625,694,1.09879,0.757573,0.564453,694,0.939775,0.594812,0.609375,694,1.13532,0.803311,0.542969,694,0.957628,0.610685,0.640625,694,1.19454,0.857683,0.556641
787,0.583473,0.211749,0.773438,787,0.661985,0.292785,0.742188,787,0.965865,0.610685,0.6875,787,0.906869,0.544464,0.695313,787,0.721272,0.354322,0.710938,787,0.904595,0.552071,0.648438,787,0.694802,0.325177,0.726563,787,0.987042,0.628827,0.617188
887,0.838249,0.440596,0.746094,887,0.858196,0.463395,0.71875,887,1.0456,0.666461,0.625,887,0.949919,0.563388,0.695313,887,0.870525,0.478434,0.683594,887,1.05945,0.683252,0.628906,887,0.681236,0.285682,0.730469,887,0.990462,0.608393,0.621094
