step_mut32_150MR1bgr, cross_entropy_mut32_150MR1bgr, loss_mut32_150MR1bgr, train_accuracy_mut32_150MR1bgr,step_mut32_150MR1brg, cross_entropy_mut32_150MR1brg, loss_mut32_150MR1brg, train_accuracy_mut32_150MR1brg,step_mut32_150MR1gbr, cross_entropy_mut32_150MR1gbr, loss_mut32_150MR1gbr, train_accuracy_mut32_150MR1gbr,step_mut32_150MR1grb, cross_entropy_mut32_150MR1grb, loss_mut32_150MR1grb, train_accuracy_mut32_150MR1grb,step_mut32_150MR1rbg, cross_entropy_mut32_150MR1rbg, loss_mut32_150MR1rbg, train_accuracy_mut32_150MR1rbg,step_mut32_150MR1rgb, cross_entropy_mut32_150MR1rgb, loss_mut32_150MR1rgb, train_accuracy_mut32_150MR1rgb
1280,0.5501,0.5501,0.78125,1280,0.598588,0.598588,0.796875,1280,0.599986,0.599986,0.808594,1280,0.514256,0.514256,0.816406,1280,0.623419,0.623419,0.824219,1280,0.55929,0.55929,0.824219
1380,0.626321,0.626321,0.783854,1380,0.475016,0.475016,0.8125,1380,0.574007,0.574007,0.802083,1380,0.528225,0.528225,0.804688,1380,0.419464,0.419464,0.822917,1380,0.500636,0.500636,0.828125
1480,0.546833,0.546833,0.791016,1480,0.427147,0.427147,0.830078,1480,0.373253,0.373253,0.816406,1480,0.38566,0.38566,0.818359,1480,0.454961,0.454961,0.818359,1480,0.473349,0.473349,0.837891
1573,0.292087,0.292087,0.882813,1573,0.308803,0.308803,0.859375,1573,0.1786,0.1786,0.945313,1573,0.274727,0.274727,0.90625,1573,0.218748,0.218748,0.9375,1573,0.279828,0.279828,0.914063
1673,0.454408,0.454408,0.859375,1673,0.427863,0.427863,0.847656,1673,0.345143,0.345143,0.902344,1673,0.473203,0.473203,0.851563,1673,0.473063,0.473063,0.882813,1673,0.332956,0.332956,0.886719
1773,0.398355,0.398355,0.861979,1773,0.290417,0.290417,0.869792,1773,0.284698,0.284698,0.903646,1773,0.367474,0.367474,0.854167,1773,0.320157,0.320157,0.880208,1773,0.305963,0.305963,0.888021
1873,0.337557,0.337557,0.871094,1873,0.327639,0.327639,0.871094,1873,0.269348,0.269348,0.904297,1873,0.308419,0.308419,0.865234,1873,0.278995,0.278995,0.884766,1873,0.244721,0.244721,0.894531
1966,0.277555,0.277555,0.90625,1966,0.27591,0.27591,0.890625,1966,0.165201,0.165201,0.960938,1966,0.22022,0.22022,0.9375,1966,0.208322,0.208322,0.921875,1966,0.136783,0.136783,0.945313
2066,0.349567,0.349567,0.882813,2066,0.377178,0.377178,0.863281,2066,0.289757,0.289757,0.921875,2066,0.257319,0.257319,0.917969,2066,0.411876,0.411876,0.890625,2066,0.324341,0.324341,0.910156
2166,0.355939,0.355939,0.877604,2166,0.15693,0.15693,0.888021,2166,0.262705,0.262705,0.914063,2166,0.222762,0.222762,0.914063,2166,0.217572,0.217572,0.908854,2166,0.25115,0.25115,0.90625
2266,0.196227,0.196227,0.896484,2266,0.285013,0.285013,0.890625,2266,0.150114,0.150114,0.923828,2266,0.136147,0.136147,0.921875,2266,0.25885,0.25885,0.90625,2266,0.234408,0.234408,0.912109
2359,0.246782,0.246782,0.914063,2359,0.263643,0.263643,0.898438,2359,0.0674621,0.0674621,0.992188,2359,0.196643,0.196643,0.953125,2359,0.116895,0.116895,0.976563,2359,0.114029,0.114029,0.96875
2459,0.314864,0.314864,0.898438,2459,0.264113,0.264113,0.90625,2459,0.225739,0.225739,0.960938,2459,0.211264,0.211264,0.933594,2459,0.205208,0.205208,0.964844,2459,0.159822,0.159822,0.945313
2559,0.211311,0.211311,0.901042,2559,0.188337,0.188337,0.911458,2559,0.157858,0.157858,0.955729,2559,0.132468,0.132468,0.942708,2559,0.162869,0.162869,0.960938,2559,0.124981,0.124981,0.953125
2659,0.156978,0.156978,0.914063,2659,0.195513,0.195513,0.914063,2659,0.125452,0.125452,0.957031,2659,0.140081,0.140081,0.943359,2659,0.201842,0.201842,0.958984,2659,0.184845,0.184845,0.943359
2752,0.0549759,0.0549759,0.984375,2752,0.0991396,0.0991396,0.953125,2752,0.0499397,0.0499397,0.984375,2752,0.107815,0.107815,0.976563,2752,0.0725208,0.0725208,0.960938,2752,0.0598874,0.0598874,0.976563
2852,0.219345,0.219345,0.949219,2852,0.223243,0.223243,0.949219,2852,0.172714,0.172714,0.964844,2852,0.201129,0.201129,0.945313,2852,0.209487,0.209487,0.941406,2852,0.145853,0.145853,0.949219
2952,0.123712,0.123712,0.955729,2952,0.0857465,0.0857465,0.960938,2952,0.0839748,0.0839748,0.963542,2952,0.219152,0.219152,0.945313,2952,0.147646,0.147646,0.940104,2952,0.124134,0.124134,0.955729
3052,0.0941119,0.0941119,0.960938,3052,0.138982,0.138982,0.957031,3052,0.0565518,0.0565518,0.966797,3052,0.104835,0.104835,0.951172,3052,0.108801,0.108801,0.947266,3052,0.105857,0.105857,0.957031
3145,0.202777,0.202777,0.9375,3145,0.0730174,0.0730174,0.976563,3145,0.131709,0.131709,0.960938,3145,0.0482077,0.0482077,0.976563,3145,0.0439535,0.0439535,0.984375,3145,0.0338442,0.0338442,0.984375
3245,0.189584,0.189584,0.9375,3245,0.0975144,0.0975144,0.976563,3245,0.124912,0.124912,0.953125,3245,0.112162,0.112162,0.972656,3245,0.173457,0.173457,0.960938,3245,0.140185,0.140185,0.96875
3345,0.0736367,0.0736367,0.947917,3345,0.0549024,0.0549024,0.981771,3345,0.0982845,0.0982845,0.958333,3345,0.0837142,0.0837142,0.971354,3345,0.101425,0.101425,0.958333,3345,0.153155,0.153155,0.966146
3445,0.137536,0.137536,0.951172,3445,0.0614312,0.0614312,0.980469,3445,0.0350522,0.0350522,0.966797,3445,0.0453902,0.0453902,0.974609,3445,0.0391971,0.0391971,0.966797,3445,0.0504792,0.0504792,0.96875
3538,0.0777814,0.0777814,0.976563,3538,0.149393,0.149393,0.953125,3538,0.0558259,0.0558259,0.96875,3538,0.155242,0.155242,0.945313,3538,0.120534,0.120534,0.953125,3538,0.0721096,0.0721096,0.96875
3638,0.115294,0.115294,0.96875,3638,0.0530818,0.0530818,0.96875,3638,0.0657279,0.0657279,0.976563,3638,0.0672776,0.0672776,0.957031,3638,0.0730245,0.0730245,0.957031,3638,0.0853441,0.0853441,0.964844
3738,0.126441,0.126441,0.963542,3738,0.162295,0.162295,0.960938,3738,0.102969,0.102969,0.971354,3738,0.119784,0.119784,0.955729,3738,0.200436,0.200436,0.947917,3738,0.14876,0.14876,0.963542
3838,0.065143,0.065143,0.966797,3838,0.0584846,0.0584846,0.962891,3838,0.0855136,0.0855136,0.966797,3838,0.127031,0.127031,0.957031,3838,0.064573,0.064573,0.957031,3838,0.0930258,0.0930258,0.960938
3931,0.0299341,0.0299341,1.0,3931,0.0275413,0.0275413,0.992188,3931,0.0788296,0.0788296,0.976563,3931,0.129126,0.129126,0.976563,3931,0.0377716,0.0377716,0.992188,3931,0.0155681,0.0155681,1.0
4031,0.0183158,0.0183158,1.0,4031,0.0102879,0.0102879,0.996094,4031,0.033321,0.033321,0.980469,4031,0.0216742,0.0216742,0.984375,4031,0.0199473,0.0199473,0.992188,4031,0.0203286,0.0203286,1.0
4131,0.00673109,0.00673109,1.0,4131,0.011875,0.011875,0.994792,4131,0.0132375,0.0132375,0.986979,4131,0.0440424,0.0440424,0.986979,4131,0.00689407,0.00689407,0.994792,4131,0.00934274,0.00934274,1.0
4231,0.00331288,0.00331288,1.0,4231,0.0200577,0.0200577,0.992188,4231,0.00638723,0.00638723,0.990234,4231,0.00502709,0.00502709,0.990234,4231,0.00348242,0.00348242,0.996094,4231,0.00447887,0.00447887,1.0
4324,0.00963489,0.00963489,1.0,4324,0.00837848,0.00837848,1.0,4324,0.0146769,0.0146769,0.992188,4324,0.00345274,0.00345274,1.0,4324,0.00411249,0.00411249,1.0,4324,0.0145404,0.0145404,0.992188
4424,0.0115579,0.0115579,1.0,4424,0.00392127,0.00392127,1.0,4424,0.0192264,0.0192264,0.992188,4424,0.0123553,0.0123553,0.996094,4424,0.0123314,0.0123314,1.0,4424,0.0079479,0.0079479,0.996094
4524,0.00400202,0.00400202,1.0,4524,0.00253467,0.00253467,1.0,4524,0.00581879,0.00581879,0.994792,4524,0.0154206,0.0154206,0.994792,4524,0.00348273,0.00348273,1.0,4524,0.00354748,0.00354748,0.997396
4624,0.00171586,0.00171586,1.0,4624,0.00745754,0.00745754,1.0,4624,0.00154282,0.00154282,0.996094,4624,0.00393892,0.00393892,0.996094,4624,0.00246905,0.00246905,1.0,4624,0.00334693,0.00334693,0.998047
4717,0.00576221,0.00576221,1.0,4717,0.00275018,0.00275018,1.0,4717,0.00937687,0.00937687,1.0,4717,0.00223048,0.00223048,1.0,4717,0.00302661,0.00302661,1.0,4717,0.00424819,0.00424819,1.0
4817,0.00920956,0.00920956,1.0,4817,0.00286974,0.00286974,1.0,4817,0.0129518,0.0129518,1.0,4817,0.00732328,0.00732328,1.0,4817,0.0103068,0.0103068,1.0,4817,0.00517806,0.00517806,1.0
4917,0.00313297,0.00313297,1.0,4917,0.00189617,0.00189617,1.0,4917,0.00366964,0.00366964,1.0,4917,0.00668073,0.00668073,1.0,4917,0.0025662,0.0025662,1.0,4917,0.0024739,0.0024739,1.0
5017,0.00122899,0.00122899,1.0,5017,0.00471377,0.00471377,1.0,5017,0.000989198,0.000989198,1.0,5017,0.00348374,0.00348374,1.0,5017,0.00198856,0.00198856,1.0,5017,0.00251387,0.00251387,1.0
5110,0.00464416,0.00464416,1.0,5110,0.00206143,0.00206143,1.0,5110,0.00623565,0.00623565,1.0,5110,0.00159684,0.00159684,1.0,5110,0.00247525,0.00247525,1.0,5110,0.00300933,0.00300933,1.0
5210,0.00762831,0.00762831,1.0,5210,0.00237208,0.00237208,1.0,5210,0.00981498,0.00981498,1.0,5210,0.00518839,0.00518839,1.0,5210,0.00887558,0.00887558,1.0,5210,0.00397679,0.00397679,1.0
5310,0.00257558,0.00257558,1.0,5310,0.00158278,0.00158278,1.0,5310,0.00268739,0.00268739,1.0,5310,0.00387356,0.00387356,1.0,5310,0.00210297,0.00210297,1.0,5310,0.00197605,0.00197605,1.0
5410,0.000971914,0.000971914,1.0,5410,0.00353853,0.00353853,1.0,5410,0.000743228,0.000743228,1.0,5410,0.00303747,0.00303747,1.0,5410,0.00169847,0.00169847,1.0,5410,0.00203761,0.00203761,1.0
5503,0.00394795,0.00394795,1.0,5503,0.0016649,0.0016649,1.0,5503,0.00461836,0.00461836,1.0,5503,0.00125154,0.00125154,1.0,5503,0.00212889,0.00212889,1.0,5503,0.00232989,0.00232989,1.0
5603,0.00647843,0.00647843,1.0,5603,0.0020439,0.0020439,1.0,5603,0.00784839,0.00784839,1.0,5603,0.0040751,0.0040751,1.0,5603,0.00776739,0.00776739,1.0,5603,0.00326522,0.00326522,1.0
5703,0.00219725,0.00219725,1.0,5703,0.00138065,0.00138065,1.0,5703,0.00211599,0.00211599,1.0,5703,0.00276826,0.00276826,1.0,5703,0.00179488,0.00179488,1.0,5703,0.00166542,0.00166542,1.0
5803,0.000803855,0.000803855,1.0,5803,0.00285447,0.00285447,1.0,5803,0.000600695,0.000600695,1.0,5803,0.00264798,0.00264798,1.0,5803,0.00148903,0.00148903,1.0,5803,0.00172399,0.00172399,1.0
