step_mut32_150MR1bgr, cross_entropy_mut32_150MR1bgr, loss_mut32_150MR1bgr, train_accuracy_mut32_150MR1bgr,step_mut32_150MR1brg, cross_entropy_mut32_150MR1brg, loss_mut32_150MR1brg, train_accuracy_mut32_150MR1brg,step_mut32_150MR1gbr, cross_entropy_mut32_150MR1gbr, loss_mut32_150MR1gbr, train_accuracy_mut32_150MR1gbr,step_mut32_150MR1grb, cross_entropy_mut32_150MR1grb, loss_mut32_150MR1grb, train_accuracy_mut32_150MR1grb,step_mut32_150MR1rbg, cross_entropy_mut32_150MR1rbg, loss_mut32_150MR1rbg, train_accuracy_mut32_150MR1rbg,step_mut32_150MR1rgb, cross_entropy_mut32_150MR1rgb, loss_mut32_150MR1rgb, train_accuracy_mut32_150MR1rgb
1,2.66586,2.66586,0.0703125,1,2.6708,2.6708,0.0703125,1,2.6737,2.6737,0.0703125,1,2.65779,2.65779,0.0703125,1,2.65421,2.65421,0.0703125,1,2.64588,2.64588,0.0703125
101,1.70349,1.70349,0.195313,101,1.78734,1.78734,0.191406,101,1.75005,1.75005,0.195313,101,1.72943,1.72943,0.222656,101,1.70881,1.70881,0.203125,101,1.73179,1.73179,0.207031
201,1.35654,1.35654,0.299479,201,1.29754,1.29754,0.299479,201,1.47058,1.47058,0.273438,201,1.29332,1.29332,0.302083,201,1.40304,1.40304,0.299479,201,1.33644,1.33644,0.304688
301,1.24174,1.24174,0.367188,301,1.26338,1.26338,0.369141,301,1.27528,1.27528,0.345703,301,1.27146,1.27146,0.363281,301,1.2401,1.2401,0.365234,301,1.3478,1.3478,0.359375
394,1.12511,1.12511,0.601563,394,1.01569,1.01569,0.601563,394,0.987846,0.987846,0.640625,394,1.00689,1.00689,0.585938,394,1.09936,1.09936,0.601563,394,0.952121,0.952121,0.640625
494,1.02594,1.02594,0.59375,494,1.04127,1.04127,0.589844,494,1.07938,1.07938,0.613281,494,1.1921,1.1921,0.5625,494,1.19041,1.19041,0.582031,494,1.15444,1.15444,0.574219
594,0.955942,0.955942,0.59375,594,0.902051,0.902051,0.611979,594,1.00916,1.00916,0.619792,594,0.990434,0.990434,0.580729,594,1.01662,1.01662,0.591146,594,1.11807,1.11807,0.588542
694,0.988995,0.988995,0.607422,694,0.928566,0.928566,0.626953,694,0.973068,0.973068,0.636719,694,1.01869,1.01869,0.599609,694,0.94768,0.94768,0.611328,694,0.923956,0.923956,0.613281
787,0.787631,0.787631,0.710938,787,0.63087,0.63087,0.78125,787,0.615482,0.615482,0.78125,787,0.673704,0.673704,0.765625,787,0.667646,0.667646,0.78125,787,0.653064,0.653064,0.78125
887,0.756596,0.756596,0.699219,887,0.782461,0.782461,0.753906,887,0.779525,0.779525,0.730469,887,0.850779,0.850779,0.730469,887,0.791487,0.791487,0.726563,887,0.750217,0.750217,0.738281
987,0.737704,0.737704,0.713542,987,0.764028,0.764028,0.752604,987,0.778582,0.778582,0.713542,987,0.723693,0.723693,0.729167,987,0.675434,0.675434,0.739583,987,0.729574,0.729574,0.736979
1087,0.646336,0.646336,0.732422,1087,0.688818,0.688818,0.761719,1087,0.621847,0.621847,0.724609,1087,0.695131,0.695131,0.740234,1087,0.633329,0.633329,0.755859,1087,0.615277,0.615277,0.75
1180,0.497006,0.497006,0.804688,1180,0.45503,0.45503,0.828125,1180,0.423957,0.423957,0.84375,1180,0.49075,0.49075,0.835938,1180,0.455915,0.455915,0.890625,1180,0.434686,0.434686,0.828125
