step_mut116_150MR1bgr, cross_entropy_mut116_150MR1bgr, loss_mut116_150MR1bgr, train_accuracy_mut116_150MR1bgr,step_mut116_150MR1brg, cross_entropy_mut116_150MR1brg, loss_mut116_150MR1brg, train_accuracy_mut116_150MR1brg,step_mut116_150MR1gbr, cross_entropy_mut116_150MR1gbr, loss_mut116_150MR1gbr, train_accuracy_mut116_150MR1gbr,step_mut116_150MR1grb, cross_entropy_mut116_150MR1grb, loss_mut116_150MR1grb, train_accuracy_mut116_150MR1grb,step_mut116_150MR1rbg, cross_entropy_mut116_150MR1rbg, loss_mut116_150MR1rbg, train_accuracy_mut116_150MR1rbg,step_mut116_150MR1rgb, cross_entropy_mut116_150MR1rgb, loss_mut116_150MR1rgb, train_accuracy_mut116_150MR1rgb
1,2.63023,2.84231,0.046875,1,2.64602,2.85809,0.046875,1,2.60853,2.8206,0.046875,1,2.66005,2.87213,0.046875,1,2.62254,2.83462,0.046875,1,2.65747,2.86955,0.046875
101,1.70742,1.92038,0.207031,101,1.79574,2.00822,0.203125,101,1.80209,2.01425,0.191406,101,1.69112,1.90436,0.21875,101,1.78268,1.99486,0.183594,101,1.76356,1.97555,0.210938
201,1.47266,1.68479,0.3125,201,1.54634,1.7567,0.302083,201,1.35765,1.56945,0.304688,201,1.45606,1.66901,0.328125,201,1.51773,1.72826,0.286458,201,1.49067,1.70159,0.320313
301,1.29602,1.50853,0.359375,301,1.2823,1.49293,0.371094,301,1.18149,1.39477,0.375,301,1.2097,1.42299,0.382813,301,1.24748,1.45802,0.353516,301,1.26905,1.48037,0.373047
316,1.24766,1.46018,0.585938,316,1.2213,1.43196,0.617188,316,1.14118,1.3544,0.601563,316,1.15879,1.37214,0.578125,316,1.23287,1.44347,0.585938,316,1.09937,1.31074,0.609375
416,1.11176,1.32565,0.597656,416,1.23771,1.44925,0.574219,416,1.16938,1.38362,0.582031,416,1.17503,1.39001,0.5625,416,1.22666,1.43882,0.574219,416,1.221,1.43386,0.582031
516,0.921876,1.13838,0.622396,516,0.969409,1.18241,0.614583,516,0.920504,1.1362,0.619792,516,0.962872,1.18009,0.59375,516,0.868969,1.08341,0.625,516,0.924548,1.13981,0.606771
616,0.894804,1.11392,0.634766,616,0.910449,1.12554,0.626953,616,0.872384,1.09001,0.632813,616,0.942391,1.16194,0.609375,616,0.785053,1.0019,0.660156,616,0.98922,1.20727,0.626953
631,0.801494,1.02091,0.742188,631,0.862826,1.07814,0.664063,631,0.761633,0.979389,0.703125,631,0.872714,1.09266,0.671875,631,0.88722,1.10443,0.664063,631,0.776203,0.994528,0.742188
731,0.836075,1.05874,0.710938,731,0.937307,1.15488,0.675781,731,0.834062,1.05408,0.691406,731,0.917452,1.14047,0.679688,731,0.816168,1.03602,0.671875,731,0.806552,1.02791,0.714844
831,0.747148,0.973516,0.726563,831,0.746981,0.968017,0.697917,831,0.687404,0.910375,0.721354,831,0.769734,0.996163,0.697917,831,0.678868,0.902221,0.692708,831,0.753102,0.977722,0.721354
931,0.587741,0.818048,0.734375,931,0.689527,0.914266,0.714844,931,0.70274,0.929229,0.734375,931,0.612715,0.842834,0.724609,931,0.602347,0.829627,0.724609,931,0.75033,0.979278,0.730469
946,0.512394,0.743218,0.804688,946,0.62663,0.851919,0.796875,946,0.677534,0.904577,0.773438,946,0.646989,0.877715,0.726563,946,0.530568,0.758489,0.8125,946,0.557992,0.78746,0.835938
1046,0.612154,0.847634,0.785156,1046,0.718107,0.947844,0.757813,1046,0.641503,0.873071,0.753906,1046,0.607615,0.843036,0.75,1046,0.569942,0.80215,0.773438,1046,0.58625,0.820904,0.824219
1146,0.628795,0.869482,0.778646,1146,0.585071,0.819806,0.783854,1146,0.527894,0.76408,0.778646,1146,0.521313,0.761521,0.78125,1146,0.582889,0.819802,0.778646,1146,0.443168,0.682528,0.833333
1246,0.364434,0.609853,0.810547,1246,0.499463,0.739028,0.794922,1246,0.459418,0.699988,0.794922,1246,0.430466,0.675539,0.808594,1246,0.439177,0.681164,0.789063,1246,0.495466,0.740504,0.830078
1261,0.429099,0.675262,0.828125,1261,0.365029,0.605256,0.875,1261,0.550064,0.791284,0.796875,1261,0.434188,0.679913,0.835938,1261,0.409272,0.65201,0.867188,1261,0.357164,0.602839,0.875
1361,0.449903,0.70141,0.820313,1361,0.538912,0.784968,0.84375,1361,0.51261,0.759441,0.808594,1361,0.413993,0.665536,0.839844,1361,0.423164,0.671784,0.847656,1361,0.42148,0.673247,0.867188
1461,0.531139,0.788074,0.804688,1461,0.494527,0.745969,0.833333,1461,0.444536,0.696862,0.8125,1461,0.473705,0.730109,0.833333,1461,0.42278,0.676786,0.838542,1461,0.297235,0.554007,0.875
1561,0.384399,0.645778,0.822266,1561,0.30898,0.565665,0.851563,1561,0.398288,0.6563,0.826172,1561,0.324195,0.586213,0.855469,1561,0.372816,0.632414,0.851563,1561,0.333991,0.596731,0.871094
1576,0.290184,0.552404,0.890625,1576,0.28198,0.539219,0.914063,1576,0.311742,0.570443,0.890625,1576,0.377639,0.640198,0.875,1576,0.255868,0.516185,0.914063,1576,0.222401,0.485882,0.9375
1676,0.417182,0.685078,0.882813,1676,0.340763,0.603875,0.886719,1676,0.355815,0.620653,0.878906,1676,0.384848,0.652889,0.867188,1676,0.28097,0.546945,0.894531,1676,0.367952,0.636972,0.886719
1776,0.35778,0.630893,0.875,1776,0.256298,0.52442,0.895833,1776,0.279965,0.550249,0.885417,1776,0.267909,0.541224,0.880208,1776,0.429384,0.701217,0.875,1776,0.266722,0.541414,0.890625
1876,0.299067,0.576401,0.876953,1876,0.221053,0.493489,0.900391,1876,0.342807,0.618494,0.882813,1876,0.179614,0.458336,0.892578,1876,0.218929,0.496719,0.884766,1876,0.172944,0.453011,0.904297
1891,0.159372,0.437073,0.953125,1891,0.277902,0.550975,0.90625,1891,0.236351,0.512735,0.929688,1891,0.258077,0.537198,0.921875,1891,0.12459,0.403025,0.976563,1891,0.224167,0.504776,0.898438
1991,0.255693,0.537954,0.9375,1991,0.286175,0.564886,0.898438,1991,0.241812,0.523394,0.914063,1991,0.230522,0.514399,0.925781,1991,0.208686,0.491941,0.941406,1991,0.153883,0.440457,0.921875
2091,0.321929,0.608391,0.927083,2091,0.340256,0.623221,0.901042,2091,0.209673,0.496497,0.919271,2091,0.189745,0.478149,0.934896,2091,0.20489,0.493759,0.932292,2091,0.216233,0.507235,0.924479
2191,0.195194,0.486634,0.929688,2191,0.180079,0.468026,0.912109,2191,0.193766,0.485892,0.921875,2191,0.353916,0.646336,0.923828,2191,0.2057,0.498519,0.9375,2191,0.170951,0.465977,0.927734
2206,0.136967,0.428944,0.945313,2206,0.224088,0.512305,0.890625,2206,0.222307,0.514881,0.914063,2206,0.191175,0.484161,0.921875,2206,0.191434,0.4847,0.914063,2206,0.191082,0.486787,0.953125
2306,0.140611,0.435271,0.953125,2306,0.298018,0.589813,0.894531,2306,0.169729,0.466738,0.925781,2306,0.205159,0.501853,0.917969,2306,0.181669,0.478829,0.933594,2306,0.166984,0.466672,0.941406
2406,0.166685,0.464349,0.950521,2406,0.191031,0.486448,0.90625,2406,0.187061,0.487801,0.921875,2406,0.187076,0.487385,0.924479,2406,0.148376,0.449385,0.940104,2406,0.173965,0.477457,0.945313
2506,0.216824,0.516729,0.939453,2506,0.116173,0.415477,0.921875,2506,0.15824,0.462043,0.925781,2506,0.175627,0.479495,0.925781,2506,0.164534,0.468762,0.939453,2506,0.138203,0.443969,0.939453
2521,0.0823931,0.382701,0.984375,2521,0.175735,0.47562,0.929688,2521,0.232453,0.536618,0.929688,2521,0.12427,0.428515,0.953125,2521,0.167096,0.471653,0.9375,2521,0.232115,0.53835,0.921875
2621,0.108659,0.411419,0.976563,2621,0.17703,0.480043,0.925781,2621,0.126885,0.434849,0.9375,2621,0.210416,0.516381,0.945313,2621,0.115458,0.424321,0.945313,2621,0.0832026,0.394322,0.957031
2721,0.151819,0.456322,0.955729,2721,0.111687,0.417166,0.940104,2721,0.148399,0.458094,0.940104,2721,0.0672714,0.374542,0.960938,2721,0.118429,0.428943,0.955729,2721,0.159189,0.471135,0.953125
2821,0.117818,0.424061,0.958984,2821,0.14384,0.452557,0.941406,2821,0.136563,0.450406,0.945313,2821,0.0637156,0.372373,0.96875,2821,0.165164,0.47789,0.955078,2821,0.0898531,0.403555,0.960938
2836,0.146575,0.452875,0.960938,2836,0.0740967,0.382881,0.984375,2836,0.13629,0.450436,0.945313,2836,0.172898,0.48164,0.945313,2836,0.193737,0.506923,0.929688,2836,0.124867,0.438547,0.953125
2936,0.0792862,0.386896,0.964844,2936,0.109999,0.4206,0.96875,2936,0.10628,0.423368,0.949219,2936,0.163961,0.473632,0.949219,2936,0.0900769,0.40625,0.945313,2936,0.151448,0.467365,0.949219
3036,0.155798,0.463906,0.960938,3036,0.09189,0.403756,0.973958,3036,0.0939648,0.413102,0.955729,3036,0.162455,0.472467,0.9375,3036,0.0963727,0.413323,0.950521,3036,0.0995319,0.416262,0.958333
3136,0.0761554,0.386649,0.962891,3136,0.0771375,0.390796,0.976563,3136,0.142733,0.462109,0.955078,3136,0.11878,0.429187,0.943359,3136,0.22764,0.544393,0.943359,3136,0.154294,0.472882,0.958984
3151,0.122805,0.433152,0.953125,3151,0.0856211,0.399153,0.96875,3151,0.120951,0.440432,0.953125,3151,0.112964,0.423349,0.953125,3151,0.125045,0.44192,0.929688,3151,0.15345,0.47242,0.9375
3251,0.117199,0.427491,0.964844,3251,0.0659993,0.379843,0.976563,3251,0.128667,0.450138,0.960938,3251,0.135039,0.447586,0.957031,3251,0.112888,0.432779,0.941406,3251,0.144888,0.464199,0.945313
