step_mut116_150MR1bgr, cross_entropy_mut116_150MR1bgr, loss_mut116_150MR1bgr, train_accuracy_mut116_150MR1bgr,step_mut116_150MR1brg, cross_entropy_mut116_150MR1brg, loss_mut116_150MR1brg, train_accuracy_mut116_150MR1brg,step_mut116_150MR1gbr, cross_entropy_mut116_150MR1gbr, loss_mut116_150MR1gbr, train_accuracy_mut116_150MR1gbr,step_mut116_150MR1grb, cross_entropy_mut116_150MR1grb, loss_mut116_150MR1grb, train_accuracy_mut116_150MR1grb,step_mut116_150MR1rbg, cross_entropy_mut116_150MR1rbg, loss_mut116_150MR1rbg, train_accuracy_mut116_150MR1rbg,step_mut116_150MR1rgb, cross_entropy_mut116_150MR1rgb, loss_mut116_150MR1rgb, train_accuracy_mut116_150MR1rgb
3351,0.173686,0.484828,0.953125,3351,0.102667,0.417742,0.971354,3351,0.082799,0.405464,0.966146,3351,0.12344,0.43768,0.960938,3351,0.105814,0.426697,0.945313,3351,0.0719411,0.392929,0.960938
3451,0.0425,0.353585,0.962891,3451,0.103447,0.419732,0.970703,3451,0.0818746,0.404934,0.970703,3451,0.106368,0.421304,0.960938,3451,0.131154,0.453165,0.949219,3451,0.0594767,0.380609,0.962891
3466,0.111778,0.422834,0.96875,3466,0.0746263,0.390484,0.984375,3466,0.0876844,0.410686,0.953125,3466,0.0873946,0.402211,0.953125,3466,0.112737,0.434767,0.960938,3466,0.036703,0.357494,0.992188
3566,0.0516528,0.363783,0.980469,3566,0.133583,0.449708,0.96875,3566,0.0969462,0.420053,0.957031,3566,0.132917,0.446533,0.957031,3566,0.189509,0.510955,0.945313,3566,0.140077,0.460443,0.972656
3666,0.119333,0.432436,0.973958,3666,0.0658233,0.381964,0.971354,3666,0.121831,0.445079,0.960938,3666,0.097745,0.41112,0.958333,3666,0.0804048,0.401713,0.958333,3666,0.0850986,0.406073,0.971354
3766,0.0504089,0.36278,0.980469,3766,0.0983254,0.413017,0.96875,3766,0.142587,0.466649,0.962891,3766,0.0947483,0.407864,0.958984,3766,0.139129,0.459968,0.955078,3766,0.109594,0.430726,0.96875
3781,0.11926,0.431387,0.960938,3781,0.0987289,0.4132,0.960938,3781,0.063818,0.387985,0.984375,3781,0.110383,0.423241,0.945313,3781,0.139159,0.460052,0.945313,3781,0.0445404,0.365546,0.992188
3881,0.0739413,0.386016,0.972656,3881,0.113589,0.429465,0.960938,3881,0.0769186,0.401821,0.980469,3881,0.118233,0.430952,0.953125,3881,0.142341,0.464758,0.941406,3881,0.0822466,0.403634,0.980469
3981,0.0390096,0.350746,0.979167,3981,0.0488163,0.364704,0.973958,3981,0.0365769,0.359492,0.981771,3981,0.0410147,0.352522,0.963542,3981,0.0238831,0.345627,0.958333,3981,0.0644203,0.385352,0.979167
4081,0.0137834,0.324444,0.984375,4081,0.0165744,0.331382,0.980469,4081,0.00741676,0.32918,0.986328,4081,0.0156991,0.326122,0.972656,4081,0.0140378,0.334666,0.96875,4081,0.0175469,0.337372,0.982422
4096,0.069048,0.379544,0.96875,4096,0.0153907,0.330032,1.0,4096,0.0555331,0.377121,0.984375,4096,0.0265162,0.336772,0.992188,4096,0.0245971,0.345055,0.992188,4096,0.0299568,0.349612,0.992188
4196,0.00569663,0.315087,0.984375,4196,0.0199319,0.33345,0.996094,4196,0.0060805,0.326486,0.992188,4196,0.0121063,0.321237,0.996094,4196,0.00404035,0.323345,0.996094,4196,0.00703804,0.325548,0.996094
4296,0.0109319,0.319197,0.989583,4296,0.013359,0.325736,0.997396,4296,0.00679538,0.326006,0.994792,4296,0.009187,0.317179,0.997396,4296,0.00767601,0.325811,0.997396,4296,0.0173112,0.334655,0.997396
4396,0.00622833,0.31337,0.992188,4396,0.00766927,0.318911,0.998047,4396,0.00469652,0.322727,0.996094,4396,0.00729216,0.314153,0.998047,4396,0.00668386,0.32366,0.998047,4396,0.00788393,0.324071,0.998047
4411,0.0163208,0.323292,1.0,4411,0.0088195,0.31989,1.0,4411,0.00883367,0.326685,1.0,4411,0.00872883,0.315419,1.0,4411,0.00853307,0.325335,1.0,4411,0.0128502,0.328863,1.0
4511,0.00386947,0.30971,1.0,4511,0.0102506,0.320172,1.0,4511,0.00371913,0.320377,1.0,4511,0.00537193,0.310918,1.0,4511,0.00283617,0.318465,1.0,4511,0.0053431,0.320187,1.0
4611,0.00690613,0.311609,1.0,4611,0.00834931,0.317117,1.0,4611,0.00477642,0.320236,1.0,4611,0.00605454,0.310453,1.0,4611,0.00425234,0.318702,1.0,4611,0.00988134,0.323548,1.0
4711,0.0040825,0.307653,1.0,4711,0.00518575,0.312808,1.0,4711,0.00335627,0.317632,1.0,4711,0.00501787,0.308279,1.0,4711,0.00470334,0.317985,1.0,4711,0.00472316,0.317224,1.0
