step_mut29_150MR1bgr, cross_entropy_mut29_150MR1bgr, loss_mut29_150MR1bgr, train_accuracy_mut29_150MR1bgr,step_mut29_150MR1brg, cross_entropy_mut29_150MR1brg, loss_mut29_150MR1brg, train_accuracy_mut29_150MR1brg,step_mut29_150MR1gbr, cross_entropy_mut29_150MR1gbr, loss_mut29_150MR1gbr, train_accuracy_mut29_150MR1gbr,step_mut29_150MR1grb, cross_entropy_mut29_150MR1grb, loss_mut29_150MR1grb, train_accuracy_mut29_150MR1grb,step_mut29_150MR1rbg, cross_entropy_mut29_150MR1rbg, loss_mut29_150MR1rbg, train_accuracy_mut29_150MR1rbg,step_mut29_150MR1rgb, cross_entropy_mut29_150MR1rgb, loss_mut29_150MR1rgb, train_accuracy_mut29_150MR1rgb
1,2.66586,2.45378,0.0703125,1,2.6708,2.45873,0.0703125,1,2.6737,2.46162,0.0703125,1,2.65779,2.44571,0.0703125,1,2.65421,2.44213,0.0703125,1,2.64588,2.4338,0.0703125
101,1.81393,1.58588,0.191406,101,1.69758,1.46896,0.203125,101,1.74584,1.51737,0.199219,101,1.6622,1.43394,0.222656,101,1.74917,1.52109,0.191406,101,1.72877,1.50027,0.207031
201,1.3585,1.11358,0.289063,201,1.28708,1.04094,0.315104,201,1.33251,1.0862,0.3125,201,1.35096,1.10627,0.322917,201,1.37209,1.12798,0.273438,201,1.36547,1.1195,0.304688
301,1.25612,0.993019,0.353516,301,1.25423,0.989823,0.388672,301,1.30832,1.04306,0.386719,301,1.22652,0.963564,0.396484,301,1.29747,1.03537,0.337891,301,1.19572,0.931552,0.369141
394,1.00601,0.724366,0.601563,394,1.04744,0.764391,0.609375,394,0.932057,0.648085,0.679688,394,1.13148,0.850888,0.5625,394,1.09185,0.811788,0.601563,394,0.95141,0.669342,0.664063
494,1.07727,0.774937,0.585938,494,1.03189,0.727827,0.605469,494,1.02564,0.720425,0.652344,494,1.12238,0.821531,0.574219,494,1.11923,0.818094,0.589844,494,1.11245,0.809536,0.628906
594,0.967427,0.643039,0.596354,594,0.951151,0.62511,0.622396,594,0.995036,0.667439,0.640625,594,0.99789,0.675618,0.591146,594,1.07805,0.754633,0.578125,594,0.981491,0.656493,0.619792
694,0.880447,0.532896,0.623047,694,0.848486,0.499179,0.640625,694,0.841729,0.490244,0.65625,694,1.05683,0.71136,0.613281,694,1.04677,0.699649,0.597656,694,0.889125,0.540637,0.630859
787,0.606616,0.236438,0.757813,787,0.700166,0.327989,0.773438,787,0.595997,0.221552,0.789063,787,0.721536,0.353535,0.757813,787,0.708537,0.339015,0.765625,787,0.583473,0.211749,0.773438
887,0.7781,0.382289,0.726563,887,0.792643,0.394989,0.75,887,0.743467,0.342766,0.753906,887,0.918057,0.524808,0.699219,887,0.786352,0.391644,0.730469,887,0.838249,0.440596,0.746094
987,0.716229,0.293583,0.731771,987,0.63103,0.206706,0.752604,987,0.56601,0.137766,0.768229,987,0.708554,0.288864,0.71875,987,0.741171,0.319796,0.736979,987,0.717588,0.292878,0.736979
1087,0.617893,0.166903,0.75,1087,0.579299,0.126388,0.769531,1087,0.601657,0.144176,0.785156,1087,0.715792,0.267893,0.722656,1087,0.653064,0.20317,0.746094,1087,0.540896,0.0876299,0.744141
1180,0.353632,-0.125315,0.875,1180,0.436033,-0.0447833,0.867188,1180,0.335346,-0.150461,0.890625,1180,0.4402,-0.0353663,0.875,1180,0.457724,-0.0196542,0.828125,1180,0.364986,-0.116383,0.851563
1280,0.527148,0.0167211,0.847656,1280,0.636329,0.124308,0.804688,1280,0.537645,0.020156,0.824219,1280,0.61326,0.106843,0.796875,1280,0.570477,0.0622497,0.808594,1280,0.566035,0.0532195,0.824219
1380,0.359907,-0.182927,0.854167,1380,0.437385,-0.106721,0.830729,1380,0.307232,-0.243362,0.846354,1380,0.435059,-0.103109,0.8125,1380,0.573967,0.0337965,0.802083,1380,0.505384,-0.0401192,0.820313
