step, cross_entropy, loss, train_accuracy
1,2.55129,2.76347,0.09375
101,2.27703,2.48258,0.15625
201,2.03961,2.23918,0.179688
301,1.99506,2.18933,0.205078
394,1.78028,1.97124,0.3125
494,1.84598,2.03334,0.300781
594,1.59012,1.77444,0.335938
694,1.63176,1.8139,0.337891
787,1.51927,1.70036,0.492188
887,1.51493,1.69538,0.476563
987,1.38158,1.56205,0.484375
1087,1.28546,1.4661,0.507813
1180,1.26436,1.4462,0.515625
1280,1.29562,1.47947,0.523438
1380,1.14564,1.33156,0.539063
1480,1.16929,1.3586,0.552734
1573,1.05951,1.25251,0.609375
1673,1.1025,1.29971,0.59375
1773,1.00719,1.20888,0.604167
1873,0.972062,1.17831,0.625
1966,0.982731,1.19475,0.65625
2066,0.882978,1.10071,0.65625
2166,0.769622,0.993528,0.682292
2266,0.89912,1.12988,0.679688
2359,0.699043,0.936755,0.765625
2459,0.883952,1.12842,0.730469
2559,0.668844,0.919654,0.747396
2659,0.85236,1.11128,0.738281
2752,0.522971,0.788952,0.8125
2852,0.610651,0.88347,0.804688
2952,0.540179,0.819996,0.804688
3052,0.666345,0.95432,0.789063
3145,0.443791,0.739883,0.8125
3245,0.61227,0.915251,0.785156
3345,0.415625,0.726107,0.8125
3445,0.599569,0.917195,0.810547
3538,0.416742,0.741239,0.820313
3638,0.530555,0.863038,0.808594
3738,0.332855,0.671631,0.835938
3838,0.555048,0.901172,0.824219
3931,0.342238,0.694633,0.835938
4031,0.220617,0.573073,0.875
4131,0.0980666,0.450147,0.903646
4231,0.109459,0.461083,0.919922
4324,0.0946149,0.445738,0.96875
4424,0.0898517,0.440324,0.976563
4524,0.0399072,0.389823,0.984375
4624,0.063399,0.412766,0.984375
4717,0.0400672,0.388823,0.984375
4817,0.0476057,0.395709,0.984375
4917,0.0176051,0.36508,0.989583
5017,0.03439,0.381215,0.990234
5110,0.0240193,0.370109,0.992188
5210,0.0172012,0.362573,0.996094
5310,0.00805017,0.35267,0.997396
5410,0.0214261,0.365256,0.996094
5503,0.00909332,0.352082,1.0
5603,0.00643462,0.348572,1.0
5703,0.00321689,0.344461,1.0
5803,0.0082644,0.348584,1.0
