step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
1,2.54974,2.76192,0.09375,1,2.54844,2.76062,0.09375,1,2.54279,2.75497,0.09375,1,2.54351,2.75568,0.09375,1,2.54555,2.75773,0.09375,1,2.53961,2.75179,0.09375,1,2.55129,2.76347,0.09375,1,2.53937,2.75155,0.09375
101,2.25936,2.46449,0.144531,101,2.29861,2.50355,0.121094,101,2.08424,2.2895,0.167969,101,2.31178,2.52928,0.0898438,101,2.2998,2.50457,0.0898438,101,2.16442,2.36967,0.113281,101,2.27703,2.48258,0.15625,101,2.12263,2.32851,0.132813
201,1.98374,2.18258,0.184896,201,2.25845,2.45623,0.145833,201,1.96013,2.15962,0.197917,201,2.30532,2.51578,0.0807292,201,2.30515,2.50188,0.0989583,201,2.06358,2.26475,0.143229,201,2.03961,2.23918,0.179688,201,1.8802,2.08082,0.174479
301,1.92431,2.11843,0.201172,301,2.01675,2.2096,0.181641,301,1.77631,1.97091,0.248047,301,2.30291,2.50526,0.0859375,301,2.1158,2.30525,0.123047,301,1.95643,2.15276,0.171875,301,1.99506,2.18933,0.205078,301,1.87863,2.0749,0.210938
394,1.71917,1.90966,0.359375,394,1.95268,2.14167,0.226563,394,1.86872,2.05965,0.28125,394,2.28095,2.47656,0.140625,394,1.92097,2.10589,0.296875,394,1.87063,2.06258,0.210938,394,1.78028,1.97124,0.3125,394,1.83258,2.02493,0.257813
494,1.8673,2.05414,0.328125,494,1.90445,2.08957,0.238281,494,1.78293,1.97069,0.285156,494,2.22557,2.41362,0.152344,494,1.86705,2.04808,0.289063,494,2.04944,2.23729,0.226563,494,1.84598,2.03334,0.300781,494,1.7481,1.93643,0.265625
594,1.72213,1.90581,0.335938,594,1.70299,1.88495,0.273438,594,1.64534,1.83022,0.304688,594,2.08457,2.26684,0.169271,594,1.77979,1.95776,0.304688,594,1.74813,1.93203,0.244792,594,1.59012,1.77444,0.335938,594,1.63642,1.82195,0.286458
694,1.63818,1.8198,0.367188,694,1.64323,1.82324,0.304688,694,1.63558,1.81824,0.333984,694,1.89842,2.0763,0.214844,694,1.63719,1.81329,0.339844,694,1.74005,1.92058,0.261719,694,1.63176,1.8139,0.337891,694,1.7112,1.89483,0.289063
787,1.56623,1.74631,0.4375,787,1.40128,1.57975,0.5,787,1.62394,1.8052,0.421875,787,1.89689,2.07028,0.242188,787,1.49998,1.67489,0.382813,787,1.62816,1.80585,0.375,787,1.51927,1.70036,0.492188,787,1.61242,1.79437,0.398438
887,1.6154,1.79416,0.402344,887,1.56264,1.74034,0.46875,887,1.50797,1.68808,0.429688,887,1.88674,2.05609,0.226563,887,1.62616,1.79994,0.382813,887,1.70155,1.87604,0.339844,887,1.51493,1.69538,0.476563,887,1.52494,1.70577,0.394531
