step_mut44_150MR1bgr, cross_entropy_mut44_150MR1bgr, loss_mut44_150MR1bgr, train_accuracy_mut44_150MR1bgr,step_mut44_150MR1brg, cross_entropy_mut44_150MR1brg, loss_mut44_150MR1brg, train_accuracy_mut44_150MR1brg,step_mut44_150MR1gbr, cross_entropy_mut44_150MR1gbr, loss_mut44_150MR1gbr, train_accuracy_mut44_150MR1gbr,step_mut44_150MR1grb, cross_entropy_mut44_150MR1grb, loss_mut44_150MR1grb, train_accuracy_mut44_150MR1grb,step_mut44_150MR1rbg, cross_entropy_mut44_150MR1rbg, loss_mut44_150MR1rbg, train_accuracy_mut44_150MR1rbg,step_mut44_150MR1rgb, cross_entropy_mut44_150MR1rgb, loss_mut44_150MR1rgb, train_accuracy_mut44_150MR1rgb
3245,2.41689,2.62896,0.105469,3245,2.38893,2.601,0.105469,3245,2.40925,2.62132,0.105469,3245,2.41865,2.63072,0.105469,3245,2.40571,2.61779,0.105469,3245,2.42957,2.64164,0.105469
3345,2.55371,2.76578,0.0963542,3345,2.56914,2.78121,0.0963542,3345,2.55282,2.7649,0.0963542,3345,2.57236,2.78444,0.0963542,3345,2.55529,2.76737,0.0963542,3345,2.57982,2.7919,0.0963542
3445,2.53255,2.74463,0.101563,3445,2.53651,2.74859,0.101563,3445,2.54376,2.75584,0.101563,3445,2.5433,2.75538,0.101563,3445,2.55251,2.76459,0.101563,3445,2.53575,2.74782,0.101563
3538,2.66586,2.87793,0.0703125,3538,2.6708,2.88288,0.0703125,3538,2.6737,2.88577,0.0703125,3538,2.65779,2.86986,0.0703125,3538,2.65421,2.86629,0.0703125,3538,2.64588,2.85796,0.0703125
3638,2.41689,2.62896,0.105469,3638,2.38893,2.601,0.105469,3638,2.40925,2.62132,0.105469,3638,2.41865,2.63072,0.105469,3638,2.40571,2.61779,0.105469,3638,2.42957,2.64164,0.105469
3738,2.55371,2.76578,0.0963542,3738,2.56914,2.78121,0.0963542,3738,2.55282,2.7649,0.0963542,3738,2.57236,2.78444,0.0963542,3738,2.55529,2.76737,0.0963542,3738,2.57982,2.7919,0.0963542
3838,2.53255,2.74463,0.101563,3838,2.53651,2.74859,0.101563,3838,2.54376,2.75584,0.101563,3838,2.5433,2.75538,0.101563,3838,2.55251,2.76459,0.101563,3838,2.53575,2.74782,0.101563
3931,5.44972,5.67003,0.132813,3931,5.28483,5.50568,0.148438,3931,5.04938,5.27105,0.171875,3931,5.25378,5.47505,0.125,3931,5.66053,5.88263,0.125,3931,5.07836,5.29942,0.132813
4031,2.31563,4.31268,0.144531,4031,2.36809,3.7122,0.117188,4031,2.3363,3.81157,0.160156,4031,2.3681,5.07965,0.105469,4031,2.31877,4.52588,0.117188,4031,2.36844,5.90866,0.109375
4131,2.07065,3.40917,0.158854,4131,2.31905,3.213,0.109375,4131,2.15854,3.14376,0.164063,4131,2.31905,4.12248,0.101563,4131,2.03963,3.51543,0.151042,4131,2.31905,4.67367,0.104167
4231,2.13242,3.03003,0.169922,4231,2.31982,2.91434,0.105469,4231,2.08874,2.75835,0.171875,4231,2.31982,3.51918,0.0996094,4231,2.11334,3.10443,0.154297,4231,2.31982,3.88575,0.101563
4324,2.04763,2.67158,0.226563,4324,2.32286,2.72972,0.140625,4324,2.00337,2.47478,0.21875,4324,2.32286,3.14361,0.140625,4324,1.98765,2.68012,0.21875,4324,2.32286,3.39446,0.140625
4424,1.966,2.39762,0.214844,4424,2.3664,2.637,0.113281,4424,2.02916,2.35656,0.210938,4424,2.3664,2.91226,0.113281,4424,1.91554,2.39816,0.246094,4424,2.3872,3.10052,0.117188
4524,1.77996,2.09632,0.25,4524,2.31906,2.49901,0.106771,4524,1.91398,2.15136,0.21875,4524,2.31906,2.68207,0.106771,4524,1.812,2.16043,0.239583,4524,2.0273,2.51613,0.145833
4624,1.81174,2.06057,0.261719,4624,2.31982,2.4395,0.103516,4624,1.88867,2.08301,0.25,4624,2.31982,2.56125,0.103516,4624,1.89811,2.15239,0.248047,4624,1.99765,2.34605,0.164063
4717,1.63459,1.84909,0.367188,4717,2.32286,2.40478,0.140625,4717,1.60408,1.77147,0.421875,4717,2.32286,2.48809,0.140625,4717,1.73508,1.94171,0.359375,4717,1.77888,2.04253,0.34375
4817,1.7137,1.90945,0.355469,4817,2.3664,2.42091,0.113281,4817,1.72579,1.88214,0.390625,4817,2.3664,2.47631,0.113281,4817,1.74326,1.9273,0.34375,4817,1.82226,2.03628,0.328125
4917,1.56053,1.75262,0.375,4917,2.31906,2.3553,0.106771,4917,1.57803,1.73603,0.380208,4917,2.31906,2.39214,0.106771,4917,1.66594,1.83672,0.348958,4917,1.66328,1.8472,0.348958
5017,1.46127,1.66842,0.392578,5017,2.31982,2.34393,0.103516,5017,1.43064,1.60077,0.425781,5017,2.31982,2.36843,0.103516,5017,1.59344,1.76602,0.371094,5017,1.5074,1.6825,0.384766
5110,1.28965,1.51723,0.492188,5110,2.32286,2.33938,0.140625,5110,1.38056,1.5629,0.507813,5110,2.32286,2.35615,0.140625,5110,1.61334,1.79183,0.351563,5110,1.46908,1.64236,0.421875
5210,1.31219,1.55954,0.5,5210,2.3664,2.37741,0.113281,5210,1.31537,1.51065,0.515625,5210,2.3664,2.38856,0.113281,5210,1.62398,1.81426,0.382813,5210,1.50618,1.68692,0.421875
5310,1.27095,1.5409,0.513021,5310,2.31906,2.32637,0.106771,5310,1.39503,1.60607,0.507813,5310,2.31906,2.33379,0.106771,5310,1.45861,1.65516,0.403646,5310,1.44592,1.63676,0.414063
5410,1.29312,1.59335,0.515625,5410,2.31982,2.32469,0.103516,5410,1.28592,1.51618,0.515625,5410,2.31982,2.32962,0.103516,5410,1.29185,1.50457,0.435547,5410,1.43651,1.64817,0.4375
5503,1.12676,1.44621,0.539063,5503,2.32286,2.32622,0.140625,5503,1.20154,1.44541,0.515625,5503,2.32286,2.32959,0.140625,5503,1.28737,1.51457,0.453125,5503,1.23375,1.45852,0.523438
5603,1.26421,1.59941,0.523438,5603,2.3664,2.36866,0.113281,5603,1.2355,1.49878,0.511719,5603,2.3664,2.3709,0.113281,5603,1.34843,1.58939,0.484375,5603,1.30585,1.54706,0.507813
5703,1.30106,1.65137,0.526042,5703,2.31906,2.32055,0.106771,5703,1.24222,1.51453,0.510417,5703,2.31906,2.32204,0.106771,5703,1.33672,1.58916,0.489583,5703,1.25492,1.51218,0.5
5803,1.0568,1.43186,0.548828,5803,2.31982,2.32082,0.103516,5803,1.19926,1.4896,0.546875,5803,2.31982,2.32181,0.103516,5803,1.32731,1.59943,0.492188,5803,1.25158,1.52951,0.529297
