step_mut44_150MR1bgr, cross_entropy_mut44_150MR1bgr, loss_mut44_150MR1bgr, train_accuracy_mut44_150MR1bgr,step_mut44_150MR1brg, cross_entropy_mut44_150MR1brg, loss_mut44_150MR1brg, train_accuracy_mut44_150MR1brg,step_mut44_150MR1gbr, cross_entropy_mut44_150MR1gbr, loss_mut44_150MR1gbr, train_accuracy_mut44_150MR1gbr,step_mut44_150MR1grb, cross_entropy_mut44_150MR1grb, loss_mut44_150MR1grb, train_accuracy_mut44_150MR1grb,step_mut44_150MR1rbg, cross_entropy_mut44_150MR1rbg, loss_mut44_150MR1rbg, train_accuracy_mut44_150MR1rbg,step_mut44_150MR1rgb, cross_entropy_mut44_150MR1rgb, loss_mut44_150MR1rgb, train_accuracy_mut44_150MR1rgb
1,2.66586,2.87793,0.0703125,1,2.6708,2.88288,0.0703125,1,2.6737,2.88577,0.0703125,1,2.65779,2.86986,0.0703125,1,2.65421,2.86629,0.0703125,1,2.64588,2.85796,0.0703125
101,2.41689,2.62896,0.105469,101,2.38893,2.601,0.105469,101,2.40925,2.62132,0.105469,101,2.41865,2.63072,0.105469,101,2.40571,2.61779,0.105469,101,2.42957,2.64164,0.105469
201,2.55371,2.76578,0.0963542,201,2.56914,2.78121,0.0963542,201,2.55282,2.7649,0.0963542,201,2.57236,2.78444,0.0963542,201,2.55529,2.76737,0.0963542,201,2.57982,2.7919,0.0963542
301,2.53255,2.74463,0.101563,301,2.53651,2.74859,0.101563,301,2.54376,2.75584,0.101563,301,2.5433,2.75538,0.101563,301,2.55251,2.76459,0.101563,301,2.53575,2.74782,0.101563
394,2.66586,2.87793,0.0703125,394,2.6708,2.88288,0.0703125,394,2.6737,2.88577,0.0703125,394,2.65779,2.86986,0.0703125,394,2.65421,2.86629,0.0703125,394,2.64588,2.85796,0.0703125
494,2.41689,2.62896,0.105469,494,2.38893,2.601,0.105469,494,2.40925,2.62132,0.105469,494,2.41865,2.63072,0.105469,494,2.40571,2.61779,0.105469,494,2.42957,2.64164,0.105469
594,2.55371,2.76578,0.0963542,594,2.56914,2.78121,0.0963542,594,2.55282,2.7649,0.0963542,594,2.57236,2.78444,0.0963542,594,2.55529,2.76737,0.0963542,594,2.57982,2.7919,0.0963542
694,2.53255,2.74463,0.101563,694,2.53651,2.74859,0.101563,694,2.54376,2.75584,0.101563,694,2.5433,2.75538,0.101563,694,2.55251,2.76459,0.101563,694,2.53575,2.74782,0.101563
787,2.66586,2.87793,0.0703125,787,2.6708,2.88288,0.0703125,787,2.6737,2.88577,0.0703125,787,2.65779,2.86986,0.0703125,787,2.65421,2.86629,0.0703125,787,2.64588,2.85796,0.0703125
887,2.41689,2.62896,0.105469,887,2.38893,2.601,0.105469,887,2.40925,2.62132,0.105469,887,2.41865,2.63072,0.105469,887,2.40571,2.61779,0.105469,887,2.42957,2.64164,0.105469
987,2.55371,2.76578,0.0963542,987,2.56914,2.78121,0.0963542,987,2.55282,2.7649,0.0963542,987,2.57236,2.78444,0.0963542,987,2.55529,2.76737,0.0963542,987,2.57982,2.7919,0.0963542
1087,2.53255,2.74463,0.101563,1087,2.53651,2.74859,0.101563,1087,2.54376,2.75584,0.101563,1087,2.5433,2.75538,0.101563,1087,2.55251,2.76459,0.101563,1087,2.53575,2.74782,0.101563
1180,2.66586,2.87793,0.0703125,1180,2.6708,2.88288,0.0703125,1180,2.6737,2.88577,0.0703125,1180,2.65779,2.86986,0.0703125,1180,2.65421,2.86629,0.0703125,1180,2.64588,2.85796,0.0703125
1280,2.41689,2.62896,0.105469,1280,2.38893,2.601,0.105469,1280,2.40925,2.62132,0.105469,1280,2.41865,2.63072,0.105469,1280,2.40571,2.61779,0.105469,1280,2.42957,2.64164,0.105469
1380,2.55371,2.76578,0.0963542,1380,2.56914,2.78121,0.0963542,1380,2.55282,2.7649,0.0963542,1380,2.57236,2.78444,0.0963542,1380,2.55529,2.76737,0.0963542,1380,2.57982,2.7919,0.0963542
1480,2.53255,2.74463,0.101563,1480,2.53651,2.74859,0.101563,1480,2.54376,2.75584,0.101563,1480,2.5433,2.75538,0.101563,1480,2.55251,2.76459,0.101563,1480,2.53575,2.74782,0.101563
1573,2.66586,2.87793,0.0703125,1573,2.6708,2.88288,0.0703125,1573,2.6737,2.88577,0.0703125,1573,2.65779,2.86986,0.0703125,1573,2.65421,2.86629,0.0703125,1573,2.64588,2.85796,0.0703125
1673,2.41689,2.62896,0.105469,1673,2.38893,2.601,0.105469,1673,2.40925,2.62132,0.105469,1673,2.41865,2.63072,0.105469,1673,2.40571,2.61779,0.105469,1673,2.42957,2.64164,0.105469
1773,2.55371,2.76578,0.0963542,1773,2.56914,2.78121,0.0963542,1773,2.55282,2.7649,0.0963542,1773,2.57236,2.78444,0.0963542,1773,2.55529,2.76737,0.0963542,1773,2.57982,2.7919,0.0963542
1873,2.53255,2.74463,0.101563,1873,2.53651,2.74859,0.101563,1873,2.54376,2.75584,0.101563,1873,2.5433,2.75538,0.101563,1873,2.55251,2.76459,0.101563,1873,2.53575,2.74782,0.101563
1966,2.66586,2.87793,0.0703125,1966,2.6708,2.88288,0.0703125,1966,2.6737,2.88577,0.0703125,1966,2.65779,2.86986,0.0703125,1966,2.65421,2.86629,0.0703125,1966,2.64588,2.85796,0.0703125
2066,2.41689,2.62896,0.105469,2066,2.38893,2.601,0.105469,2066,2.40925,2.62132,0.105469,2066,2.41865,2.63072,0.105469,2066,2.40571,2.61779,0.105469,2066,2.42957,2.64164,0.105469
2166,2.55371,2.76578,0.0963542,2166,2.56914,2.78121,0.0963542,2166,2.55282,2.7649,0.0963542,2166,2.57236,2.78444,0.0963542,2166,2.55529,2.76737,0.0963542,2166,2.57982,2.7919,0.0963542
2266,2.53255,2.74463,0.101563,2266,2.53651,2.74859,0.101563,2266,2.54376,2.75584,0.101563,2266,2.5433,2.75538,0.101563,2266,2.55251,2.76459,0.101563,2266,2.53575,2.74782,0.101563
2359,2.66586,2.87793,0.0703125,2359,2.6708,2.88288,0.0703125,2359,2.6737,2.88577,0.0703125,2359,2.65779,2.86986,0.0703125,2359,2.65421,2.86629,0.0703125,2359,2.64588,2.85796,0.0703125
2459,2.41689,2.62896,0.105469,2459,2.38893,2.601,0.105469,2459,2.40925,2.62132,0.105469,2459,2.41865,2.63072,0.105469,2459,2.40571,2.61779,0.105469,2459,2.42957,2.64164,0.105469
2559,2.55371,2.76578,0.0963542,2559,2.56914,2.78121,0.0963542,2559,2.55282,2.7649,0.0963542,2559,2.57236,2.78444,0.0963542,2559,2.55529,2.76737,0.0963542,2559,2.57982,2.7919,0.0963542
2659,2.53255,2.74463,0.101563,2659,2.53651,2.74859,0.101563,2659,2.54376,2.75584,0.101563,2659,2.5433,2.75538,0.101563,2659,2.55251,2.76459,0.101563,2659,2.53575,2.74782,0.101563
2752,2.66586,2.87793,0.0703125,2752,2.6708,2.88288,0.0703125,2752,2.6737,2.88577,0.0703125,2752,2.65779,2.86986,0.0703125,2752,2.65421,2.86629,0.0703125,2752,2.64588,2.85796,0.0703125
2852,2.41689,2.62896,0.105469,2852,2.38893,2.601,0.105469,2852,2.40925,2.62132,0.105469,2852,2.41865,2.63072,0.105469,2852,2.40571,2.61779,0.105469,2852,2.42957,2.64164,0.105469
2952,2.55371,2.76578,0.0963542,2952,2.56914,2.78121,0.0963542,2952,2.55282,2.7649,0.0963542,2952,2.57236,2.78444,0.0963542,2952,2.55529,2.76737,0.0963542,2952,2.57982,2.7919,0.0963542
3052,2.53255,2.74463,0.101563,3052,2.53651,2.74859,0.101563,3052,2.54376,2.75584,0.101563,3052,2.5433,2.75538,0.101563,3052,2.55251,2.76459,0.101563,3052,2.53575,2.74782,0.101563
3145,2.66586,2.87793,0.0703125,3145,2.6708,2.88288,0.0703125,3145,2.6737,2.88577,0.0703125,3145,2.65779,2.86986,0.0703125,3145,2.65421,2.86629,0.0703125,3145,2.64588,2.85796,0.0703125
