step, cross_entropy, loss, train_accuracy
1,2.50741,2.67958,0.101563
41,1.87783,2.05147,0.289063
81,1.60982,1.78349,0.390625
121,1.46582,1.63946,0.445313
161,1.30578,1.47995,0.546875
