step_mut50_150MR1bgr, cross_entropy_mut50_150MR1bgr, loss_mut50_150MR1bgr, train_accuracy_mut50_150MR1bgr,step_mut50_150MR1brg, cross_entropy_mut50_150MR1brg, loss_mut50_150MR1brg, train_accuracy_mut50_150MR1brg,step_mut50_150MR1gbr, cross_entropy_mut50_150MR1gbr, loss_mut50_150MR1gbr, train_accuracy_mut50_150MR1gbr,step_mut50_150MR1grb, cross_entropy_mut50_150MR1grb, loss_mut50_150MR1grb, train_accuracy_mut50_150MR1grb,step_mut50_150MR1rbg, cross_entropy_mut50_150MR1rbg, loss_mut50_150MR1rbg, train_accuracy_mut50_150MR1rbg,step_mut50_150MR1rgb, cross_entropy_mut50_150MR1rgb, loss_mut50_150MR1rgb, train_accuracy_mut50_150MR1rgb
1,2.52697,2.73897,0.0625,1,2.52508,2.73709,0.078125,1,2.4857,2.69771,0.0859375,1,2.53913,2.75114,0.0546875,1,2.49336,2.70536,0.0625,1,2.5297,2.74171,0.0625
101,1.46984,1.68348,0.25,101,1.62894,1.84076,0.25,101,1.59015,1.8037,0.253906,101,1.63252,1.84486,0.234375,101,1.70563,1.91951,0.214844,101,1.55655,1.77013,0.257813
201,1.15843,1.37304,0.356771,201,1.35674,1.56816,0.322917,201,1.11576,1.32989,0.372396,201,1.40481,1.61664,0.317708,201,1.20947,1.42474,0.335938,201,1.14131,1.3563,0.367188
301,1.0577,1.27739,0.423828,301,1.14653,1.36188,0.388672,301,1.14423,1.3631,0.433594,301,1.17953,1.39457,0.388672,301,0.946058,1.16648,0.417969,301,0.989668,1.21142,0.445313
394,0.977264,1.20591,0.671875,394,0.794703,1.01715,0.742188,394,0.875224,1.10236,0.710938,394,0.783219,1.00529,0.71875,394,0.881654,1.11109,0.65625,394,0.872731,1.10606,0.71875
494,0.702412,0.943836,0.710938,494,0.688289,0.924119,0.726563,494,0.65059,0.890455,0.746094,494,0.803577,1.04028,0.699219,494,0.689172,0.932313,0.707031,494,0.576365,0.824667,0.746094
594,0.494713,0.752177,0.742188,594,0.463025,0.715705,0.763021,594,0.472525,0.730457,0.770833,594,0.652869,0.907869,0.71875,594,0.534848,0.794117,0.747396,594,0.432418,0.699807,0.773438
694,0.40316,0.680471,0.773438,694,0.418331,0.689365,0.785156,694,0.445275,0.721206,0.787109,694,0.38258,0.657423,0.755859,694,0.426445,0.704467,0.769531,694,0.284975,0.572211,0.804688
787,0.3684,0.661915,0.890625,787,0.269681,0.558572,0.929688,787,0.437633,0.731236,0.84375,787,0.460546,0.754949,0.859375,787,0.192999,0.48693,0.921875,787,0.268854,0.57199,0.90625
887,0.197636,0.507223,0.898438,887,0.268006,0.572866,0.921875,887,0.221816,0.532048,0.875,887,0.351236,0.665943,0.867188,887,0.172208,0.481114,0.929688,887,0.170123,0.487432,0.929688
987,0.181131,0.502097,0.911458,987,0.218798,0.535789,0.916667,987,0.303006,0.629357,0.882813,987,0.212982,0.543429,0.882813,987,0.136493,0.457441,0.932292,987,0.135498,0.462683,0.9375
1087,0.0737011,0.401981,0.923828,1087,0.147644,0.473469,0.929688,1087,0.0933954,0.42664,0.902344,1087,0.0528904,0.39213,0.910156,1087,0.059944,0.3878,0.943359,1087,0.0319782,0.364609,0.953125
1180,0.0259775,0.353616,0.992188,1180,0.0645165,0.392244,0.976563,1180,0.106374,0.440446,0.960938,1180,0.0364815,0.374758,0.984375,1180,0.0897654,0.420807,0.96875,1180,0.0511396,0.385671,0.984375
1280,0.0197728,0.342468,0.992188,1280,0.0731805,0.400062,0.976563,1280,0.0477654,0.378043,0.972656,1280,0.0442816,0.3758,0.980469,1280,0.0284806,0.35648,0.980469,1280,0.019054,0.346601,0.988281
1380,0.00441381,0.319321,0.994792,1380,0.0368147,0.360719,0.981771,1380,0.058543,0.383105,0.973958,1380,0.00429857,0.328049,0.986979,1380,0.0486128,0.373734,0.981771,1380,0.00174933,0.319082,0.992188
1480,0.00134515,0.306064,0.996094,1480,0.00709764,0.325501,0.986328,1480,0.0187365,0.33821,0.980469,1480,0.00138013,0.31358,0.990234,1480,0.0329665,0.35416,0.982422,1480,0.000641233,0.306203,0.994141
1573,0.000788645,0.294663,1.0,1573,0.0189691,0.334022,1.0,1573,0.00931814,0.324171,1.0,1573,0.000498887,0.301508,1.0,1573,0.0114198,0.325919,1.0,1573,0.000653242,0.295208,1.0
1673,0.000734993,0.283228,1.0,1673,0.0445785,0.354658,0.988281,1673,0.00417417,0.31092,1.0,1673,0.000807832,0.290185,1.0,1673,0.00100369,0.304726,1.0,1673,0.000748268,0.283899,1.0
1773,0.000447733,0.271998,1.0,1773,0.0253145,0.328984,0.989583,1773,0.000638398,0.296065,1.0,1773,0.000571661,0.27876,1.0,1773,0.000632196,0.292613,1.0,1773,0.000602389,0.272793,1.0
1873,0.0004755,0.261517,1.0,1873,0.00157561,0.296663,0.992188,1873,0.000463282,0.284447,1.0,1873,0.000511595,0.267954,1.0,1873,0.000469404,0.281134,1.0,1873,0.000542196,0.262209,1.0
1966,0.000531694,0.252178,1.0,1966,0.000755127,0.28538,1.0,1966,0.000536495,0.274268,1.0,1966,0.000510013,0.258346,1.0,1966,0.00069435,0.27123,1.0,1966,0.00064793,0.252906,1.0
2066,0.00078213,0.242716,1.0,2066,0.000743743,0.27434,1.0,2066,0.000771011,0.263897,1.0,2066,0.000887395,0.24879,1.0,2066,0.00073268,0.260796,1.0,2066,0.000797534,0.243329,1.0
2166,0.000551797,0.233158,1.0,2166,0.000521176,0.263502,1.0,2166,0.000577204,0.253514,1.0,2166,0.000601244,0.23896,1.0,2166,0.000619111,0.250622,1.0,2166,0.000651389,0.233842,1.0
2266,0.000539351,0.224194,1.0,2266,0.000522829,0.25331,1.0,2266,0.000496006,0.243655,1.0,2266,0.000588032,0.229788,1.0,2266,0.000489667,0.24084,1.0,2266,0.000605982,0.224831,1.0
2359,0.000609417,0.216264,1.0,2359,0.000423073,0.244096,1.0,2359,0.000599409,0.235017,1.0,2359,0.000612782,0.221627,1.0,2359,0.00079306,0.232513,1.0,2359,0.000703566,0.216916,1.0
2459,0.000888277,0.208275,1.0,2459,0.000800891,0.235053,1.0,2459,0.000803362,0.226187,1.0,2459,0.00102892,0.213582,1.0,2459,0.000877045,0.22368,1.0,2459,0.000896521,0.208827,1.0
2559,0.000652167,0.200096,1.0,2559,0.000636933,0.225842,1.0,2559,0.000688778,0.217397,1.0,2559,0.000688125,0.205111,1.0,2559,0.000726834,0.214965,1.0,2559,0.000715871,0.20069,1.0
2659,0.0006005,0.192424,1.0,2659,0.000587765,0.217114,1.0,2659,0.000576369,0.208962,1.0,2659,0.000651458,0.197273,1.0,2659,0.0005689,0.206591,1.0,2659,0.000663087,0.193002,1.0
2752,0.000693832,0.185706,1.0,2752,0.000547564,0.209318,1.0,2752,0.00068405,0.20163,1.0,2752,0.000691825,0.190341,1.0,2752,0.000901454,0.199579,1.0,2752,0.000757506,0.186272,1.0
2852,0.000982216,0.178954,1.0,2852,0.000950329,0.201707,1.0,2852,0.000880514,0.19414,1.0,2852,0.00111565,0.183556,1.0,2852,0.00100045,0.192088,1.0,2852,0.000976745,0.179435,1.0
2952,0.00071618,0.171921,1.0,2952,0.00074026,0.1938,1.0,2952,0.000794521,0.186669,1.0,2952,0.000756558,0.176268,1.0,2952,0.000807406,0.184603,1.0,2952,0.000764899,0.172444,1.0
3052,0.000646005,0.165359,1.0,3052,0.000640693,0.186318,1.0,3052,0.000640798,0.179432,1.0,3052,0.000679759,0.169541,1.0,3052,0.000616638,0.177417,1.0,3052,0.000699995,0.165871,1.0
3145,0.000743179,0.159653,1.0,3145,0.000663368,0.179743,1.0,3145,0.000750719,0.173209,1.0,3145,0.00073412,0.163651,1.0,3145,0.000949325,0.171494,1.0,3145,0.000793844,0.160148,1.0
3245,0.00104048,0.15395,1.0,3245,0.00106478,0.173327,1.0,3245,0.000948675,0.166863,1.0,3245,0.0011498,0.157921,1.0,3245,0.0010676,0.165148,1.0,3245,0.0010286,0.154369,1.0
3345,0.000754086,0.147894,1.0,3345,0.000796548,0.166509,1.0,3345,0.000875673,0.160501,1.0,3345,0.00078944,0.15165,1.0,3345,0.000849721,0.158717,1.0,3345,0.000793463,0.148352,1.0
