step_mut50_150MR1bgr, cross_entropy_mut50_150MR1bgr, loss_mut50_150MR1bgr, train_accuracy_mut50_150MR1bgr,step_mut50_150MR1brg, cross_entropy_mut50_150MR1brg, loss_mut50_150MR1brg, train_accuracy_mut50_150MR1brg,step_mut50_150MR1gbr, cross_entropy_mut50_150MR1gbr, loss_mut50_150MR1gbr, train_accuracy_mut50_150MR1gbr,step_mut50_150MR1grb, cross_entropy_mut50_150MR1grb, loss_mut50_150MR1grb, train_accuracy_mut50_150MR1grb,step_mut50_150MR1rbg, cross_entropy_mut50_150MR1rbg, loss_mut50_150MR1rbg, train_accuracy_mut50_150MR1rbg,step_mut50_150MR1rgb, cross_entropy_mut50_150MR1rgb, loss_mut50_150MR1rgb, train_accuracy_mut50_150MR1rgb
3445,0.000671281,0.142276,1.0,3445,0.000671673,0.1601,1.0,3445,0.000681497,0.154274,1.0,3445,0.000687402,0.145875,1.0,3445,0.000635384,0.15254,1.0,3445,0.000712861,0.142722,1.0
3538,0.000762768,0.137419,1.0,3538,0.000741719,0.154555,1.0,3538,0.000793529,0.148992,1.0,3538,0.000744037,0.140861,1.0,3538,0.00095425,0.147528,1.0,3538,0.000808692,0.137858,1.0
3638,0.00106079,0.132601,1.0,3638,0.00113675,0.149146,1.0,3638,0.000994603,0.143618,1.0,3638,0.00117882,0.136053,1.0,3638,0.00110246,0.142165,1.0,3638,0.00106913,0.132989,1.0
3738,0.000778505,0.127395,1.0,3738,0.000816304,0.143247,1.0,3738,0.000926039,0.138189,1.0,3738,0.000801446,0.13063,1.0,3738,0.000867834,0.136631,1.0,3738,0.000811474,0.127798,1.0
3838,0.000681783,0.122576,1.0,3838,0.00068839,0.137766,1.0,3838,0.000697254,0.132818,1.0,3838,0.000686524,0.125673,1.0,3838,0.000638798,0.131317,1.0,3838,0.00071155,0.122963,1.0
3931,0.000764502,0.118477,1.0,3931,0.00078403,0.133124,1.0,3931,0.000813939,0.128381,1.0,3931,0.000738689,0.121439,1.0,3931,0.000941679,0.127116,1.0,3931,0.00081031,0.118871,1.0
4031,0.00101544,0.118284,1.0,4031,0.00111716,0.132953,1.0,4031,0.000974048,0.128057,1.0,4031,0.00113741,0.121383,1.0,4031,0.00106474,0.126761,1.0,4031,0.001036,0.118651,1.0
4131,0.000782323,0.117607,1.0,4131,0.000821257,0.132156,1.0,4131,0.000933126,0.127534,1.0,4131,0.000810241,0.120601,1.0,4131,0.000868865,0.126088,1.0,4131,0.000820811,0.117991,1.0
4231,0.00066699,0.117051,1.0,4231,0.000681019,0.131516,1.0,4231,0.00067892,0.126799,1.0,4231,0.000663122,0.120001,1.0,4231,0.000628596,0.125373,1.0,4231,0.000698028,0.117426,1.0
4324,0.000769636,0.116745,1.0,4324,0.000789052,0.131161,1.0,4324,0.000818432,0.126494,1.0,4324,0.000745925,0.119666,1.0,4324,0.000940269,0.125244,1.0,4324,0.000815907,0.117135,1.0
4424,0.00102283,0.116561,1.0,4424,0.0011252,0.131002,1.0,4424,0.000981634,0.126181,1.0,4424,0.00115171,0.119623,1.0,4424,0.00107486,0.124908,1.0,4424,0.00104252,0.116923,1.0
4524,0.000782784,0.115885,1.0,4524,0.000820578,0.130203,1.0,4524,0.000935557,0.12566,1.0,4524,0.000809358,0.118833,1.0,4524,0.000868145,0.124232,1.0,4524,0.000821149,0.116265,1.0
4624,0.000669376,0.115337,1.0,4624,0.00068272,0.129574,1.0,4624,0.000682037,0.124934,1.0,4624,0.00066516,0.118244,1.0,4624,0.000630439,0.123527,1.0,4624,0.000699538,0.115708,1.0
4717,0.000772504,0.115038,1.0,4717,0.000792779,0.129228,1.0,4717,0.000821882,0.124636,1.0,4717,0.000748084,0.117915,1.0,4717,0.000939826,0.123403,1.0,4717,0.000818421,0.115424,1.0
4817,0.00102761,0.114863,1.0,4817,0.00113215,0.12908,1.0,4817,0.000987325,0.124333,1.0,4817,0.00116065,0.117886,1.0,4817,0.00108228,0.123083,1.0,4817,0.00104849,0.115222,1.0
4917,0.000784146,0.11419,1.0,4917,0.000820537,0.128282,1.0,4917,0.000938351,0.123817,1.0,4917,0.000809633,0.117095,1.0,4917,0.000868852,0.122407,1.0,4917,0.000822674,0.114566,1.0
5017,0.000670985,0.113649,1.0,5017,0.000684325,0.127662,1.0,5017,0.000683898,0.123097,1.0,5017,0.000666068,0.116513,1.0,5017,0.000632181,0.12171,1.0,5017,0.000700545,0.114016,1.0
5110,0.000774389,0.113357,1.0,5110,0.000795873,0.127326,1.0,5110,0.00082431,0.122807,1.0,5110,0.000748335,0.116189,1.0,5110,0.000939386,0.121591,1.0,5110,0.000819374,0.113738,1.0
5210,0.00103097,0.11319,1.0,5210,0.00113804,0.127188,1.0,5210,0.000992209,0.122514,1.0,5210,0.00116727,0.116174,1.0,5210,0.00108814,0.121284,1.0,5210,0.00105373,0.113548,1.0
5310,0.000785663,0.112522,1.0,5310,0.000820997,0.126393,1.0,5310,0.000941168,0.122003,1.0,5310,0.000810415,0.115384,1.0,5310,0.000869961,0.120611,1.0,5310,0.000824662,0.112895,1.0
5410,0.000672169,0.111988,1.0,5410,0.000685829,0.125781,1.0,5410,0.000685113,0.121289,1.0,5410,0.00066654,0.114808,1.0,5410,0.000633621,0.119922,1.0,5410,0.000701203,0.11235,1.0
5503,0.00077583,0.111702,1.0,5503,0.000798407,0.125453,1.0,5503,0.000826348,0.121007,1.0,5503,0.000747782,0.11449,1.0,5503,0.000939016,0.119808,1.0,5503,0.00081966,0.112078,1.0
5603,0.00103361,0.111543,1.0,5603,0.00114312,0.125326,1.0,5603,0.000996588,0.120723,1.0,5603,0.00117299,0.114488,1.0,5603,0.00109292,0.119513,1.0,5603,0.00105831,0.111899,1.0
5703,0.000787223,0.11088,1.0,5703,0.000821516,0.124533,1.0,5703,0.000943916,0.120218,1.0,5703,0.000811405,0.1137,1.0,5703,0.000871184,0.118844,1.0,5703,0.000826735,0.11125,1.0
5803,0.000673084,0.110352,1.0,5803,0.00068721,0.12393,1.0,5803,0.000685997,0.119509,1.0,5803,0.000666847,0.113131,1.0,5803,0.000634776,0.118161,1.0,5803,0.00070168,0.11071,1.0
