step_mut49_150MR1bgr, cross_entropy_mut49_150MR1bgr, loss_mut49_150MR1bgr, train_accuracy_mut49_150MR1bgr,step_mut49_150MR1brg, cross_entropy_mut49_150MR1brg, loss_mut49_150MR1brg, train_accuracy_mut49_150MR1brg,step_mut49_150MR1gbr, cross_entropy_mut49_150MR1gbr, loss_mut49_150MR1gbr, train_accuracy_mut49_150MR1gbr,step_mut49_150MR1grb, cross_entropy_mut49_150MR1grb, loss_mut49_150MR1grb, train_accuracy_mut49_150MR1grb,step_mut49_150MR1rbg, cross_entropy_mut49_150MR1rbg, loss_mut49_150MR1rbg, train_accuracy_mut49_150MR1rbg,step_mut49_150MR1rgb, cross_entropy_mut49_150MR1rgb, loss_mut49_150MR1rgb, train_accuracy_mut49_150MR1rgb
1,2.55947,2.77155,0.0859375,1,2.57342,2.7855,0.0859375,1,2.55973,2.77181,0.0859375,1,2.60579,2.81787,0.0859375,1,2.57858,2.79066,0.0859375,1,2.59503,2.8071,0.0859375
80,1.63172,1.84602,0.367188,80,1.53568,1.74983,0.429688,80,1.49419,1.70884,0.492188,80,1.5179,1.73175,0.40625,80,1.58045,1.79512,0.414063,80,1.51387,1.7289,0.429688
159,1.27236,1.48802,0.515625,159,1.2728,1.48836,0.5,159,1.27699,1.49321,0.570313,159,1.24919,1.46478,0.523438,159,1.21897,1.43575,0.59375,159,1.2002,1.41641,0.523438
238,0.987252,1.20733,0.679688,238,0.973249,1.19438,0.65625,238,1.13103,1.3521,0.625,238,0.846269,1.06699,0.664063,238,0.935561,1.1582,0.648438,238,0.996836,1.21736,0.617188
317,0.65432,0.882413,0.773438,317,0.723496,0.95264,0.757813,317,0.808948,1.0382,0.742188,317,0.604262,0.832793,0.8125,317,0.712465,0.943642,0.773438,317,0.69314,0.921564,0.734375
396,0.431842,0.669443,0.84375,396,0.448536,0.687205,0.835938,396,0.538572,0.777646,0.789063,396,0.439562,0.677859,0.84375,396,0.520234,0.761486,0.8125,396,0.584541,0.823086,0.75
475,0.388592,0.635693,0.875,475,0.289521,0.538309,0.875,475,0.264101,0.513428,0.914063,475,0.268098,0.516997,0.898438,475,0.390209,0.642449,0.859375,475,0.531037,0.780126,0.820313
554,0.256454,0.513615,0.90625,554,0.407445,0.666284,0.859375,554,0.21384,0.473551,0.914063,554,0.379771,0.636734,0.851563,554,0.308455,0.569857,0.914063,554,0.210957,0.468749,0.921875
633,0.129121,0.394308,0.953125,633,0.264377,0.531735,0.890625,633,0.154145,0.422575,0.953125,633,0.0968759,0.36141,0.976563,633,0.158556,0.42714,0.945313,633,0.165199,0.431187,0.929688
712,0.0871196,0.357164,0.976563,712,0.275236,0.54804,0.890625,712,0.150431,0.423123,0.945313,712,0.156893,0.425542,0.953125,712,0.177643,0.450048,0.9375,712,0.0942584,0.366611,0.96875
791,0.0714885,0.344261,0.984375,791,0.0612825,0.338016,0.984375,791,0.11058,0.38807,0.945313,791,0.0918049,0.362342,0.96875,791,0.106661,0.384458,0.960938,791,0.343486,0.617827,0.914063
870,0.0875659,0.362841,0.976563,870,0.0574992,0.332633,0.976563,870,0.0807746,0.360617,0.976563,870,0.0386495,0.309108,0.992188,870,0.106837,0.385205,0.976563,870,0.110543,0.38724,0.953125
949,0.0893023,0.364446,0.953125,949,0.183747,0.460243,0.9375,949,0.094711,0.373361,0.960938,949,0.0476899,0.31527,0.984375,949,0.0139432,0.28873,1.0,949,0.152954,0.430625,0.976563
1028,0.063385,0.338733,0.976563,1028,0.0709602,0.34574,0.976563,1028,0.0445454,0.321887,0.992188,1028,0.0694903,0.336059,0.976563,1028,0.0304582,0.300449,0.992188,1028,0.0617195,0.340364,0.984375
1107,0.0195557,0.291986,1.0,1107,0.0397104,0.310997,0.984375,1107,0.0982611,0.375039,0.96875,1107,0.13573,0.404135,0.960938,1107,0.0657765,0.336536,0.96875,1107,0.0361714,0.31482,0.984375
