step, cross_entropy, loss, train_accuracy
1,2.51064,2.72265,0.0625
101,1.59525,1.8079,0.246094
201,1.20984,1.42304,0.354167
301,1.11458,1.33323,0.408203
394,0.742254,0.970025,0.789063
494,0.759596,1.00229,0.761719
594,0.51965,0.78149,0.773438
694,0.377684,0.659611,0.794922
787,0.244763,0.543684,0.929688
887,0.413556,0.729326,0.898438
987,0.265168,0.591926,0.90625
1087,0.100982,0.434741,0.921875
1180,0.0274065,0.362664,0.992188
1280,0.121406,0.457018,0.972656
1380,0.044002,0.382925,0.976563
1480,0.0561404,0.394113,0.980469
1573,0.0946203,0.427974,0.976563
1673,0.0125681,0.338453,0.988281
1773,0.00334217,0.318327,0.992188
1873,0.000494855,0.303358,0.994141
1966,0.000575621,0.292504,1.0
2066,0.00054595,0.281158,1.0
2166,0.000538684,0.270278,1.0
2266,0.000465244,0.259769,1.0
2359,0.000564932,0.250539,1.0
2459,0.000578719,0.240909,1.0
2559,0.000663549,0.231734,1.0
2659,0.000570728,0.222757,1.0
2752,0.000638126,0.214884,1.0
2852,0.000679791,0.206719,1.0
2952,0.00076347,0.19892,1.0
3052,0.000660204,0.191255,1.0
3145,0.000688819,0.184524,1.0
3245,0.0007743,0.177622,1.0
3345,0.000823592,0.170957,1.0
3445,0.000707545,0.1644,1.0
3538,0.000712625,0.158646,1.0
3638,0.000848351,0.152827,1.0
3738,0.000852487,0.147107,1.0
3838,0.000726049,0.141489,1.0
3931,0.000719816,0.136618,1.0
4031,0.00085206,0.136234,1.0
4131,0.000844518,0.135711,1.0
4231,0.000708862,0.135062,1.0
4324,0.000726281,0.134605,1.0
4424,0.000865433,0.134236,1.0
4524,0.000845949,0.133709,1.0
4624,0.000710967,0.133069,1.0
4717,0.000729625,0.13262,1.0
4817,0.000874017,0.132264,1.0
4917,0.000847534,0.131738,1.0
5017,0.000712252,0.131106,1.0
5110,0.000731576,0.130666,1.0
5210,0.000880791,0.130322,1.0
5310,0.000849061,0.129799,1.0
5410,0.000713076,0.129174,1.0
5503,0.000732746,0.128741,1.0
5603,0.000886772,0.12841,1.0
5703,0.000850179,0.12789,1.0
5803,0.000713608,0.127272,1.0
