step, cross_entropy, loss, train_accuracy
1,2.53268,2.74468,0.0703125
101,1.57199,1.78411,0.242188
201,1.37002,1.58203,0.325521
301,1.14334,1.35959,0.390625
394,0.866013,1.09024,0.6875
494,0.833513,1.07092,0.691406
594,0.516948,0.770996,0.736979
694,0.499901,0.772761,0.759766
787,0.289231,0.581814,0.90625
887,0.179474,0.486561,0.925781
987,0.136437,0.45749,0.9375
1087,0.140399,0.471429,0.9375
1180,0.112718,0.451615,0.953125
1280,0.0666702,0.407703,0.96875
1380,0.0366142,0.375003,0.976563
1480,0.00734601,0.338088,0.982422
1573,0.000773333,0.320766,1.0
1673,0.000654881,0.308307,1.0
1773,0.000627483,0.296359,1.0
1873,0.000388961,0.284667,1.0
1966,0.000473388,0.274507,1.0
2066,0.000668658,0.264109,1.0
2166,0.00064587,0.253912,1.0
2266,0.000504549,0.244006,1.0
2359,0.000557377,0.235331,1.0
2459,0.000749016,0.2265,1.0
2559,0.000746801,0.217831,1.0
2659,0.00059683,0.209365,1.0
2752,0.000647215,0.201982,1.0
2852,0.000815288,0.194465,1.0
2952,0.000828755,0.187095,1.0
3052,0.00064513,0.179826,1.0
3145,0.000715057,0.173562,1.0
3245,0.000866304,0.167164,1.0
3345,0.0008823,0.160886,1.0
3445,0.000666468,0.154629,1.0
3538,0.00075579,0.149318,1.0
3638,0.000901447,0.14388,1.0
3738,0.000906598,0.138515,1.0
3838,0.000667244,0.133123,1.0
3931,0.000779067,0.128672,1.0
4031,0.000881251,0.12829,1.0
4131,0.000902493,0.127827,1.0
4231,0.000649689,0.127093,1.0
4324,0.000786511,0.126784,1.0
4424,0.000888599,0.126409,1.0
4524,0.000902839,0.125948,1.0
4624,0.000651393,0.125222,1.0
4717,0.000790762,0.124923,1.0
4817,0.000893778,0.124557,1.0
4917,0.000903339,0.124098,1.0
5017,0.000652394,0.123381,1.0
5110,0.000793376,0.12309,1.0
5210,0.000897997,0.122733,1.0
5310,0.000903984,0.122278,1.0
5410,0.000652862,0.121568,1.0
5503,0.000795158,0.121285,1.0
5603,0.000901816,0.120937,1.0
5703,0.000904561,0.120486,1.0
5803,0.000653073,0.119783,1.0
