step, cross_entropy, loss, train_accuracy
1,2.52349,2.73549,0.0625
101,1.59189,1.80604,0.222656
201,1.11772,1.33336,0.348958
301,0.939463,1.16194,0.4375
394,0.718871,0.952818,0.742188
494,0.618491,0.869498,0.75
594,0.415571,0.687051,0.783854
694,0.418738,0.711378,0.800781
787,0.255931,0.56575,0.921875
887,0.183598,0.506598,0.933594
987,0.100815,0.43394,0.945313
1087,0.0621326,0.401414,0.951172
1180,0.087931,0.429867,0.960938
1280,0.0966517,0.440153,0.964844
1380,0.00925011,0.347513,0.976563
1480,0.00220433,0.329441,0.982422
1573,0.000541616,0.316089,1.0
1673,0.00089042,0.304219,1.0
1773,0.000612088,0.292191,1.0
1873,0.000498785,0.280793,1.0
1966,0.000564087,0.270767,1.0
2066,0.000904748,0.260675,1.0
2166,0.000675067,0.250425,1.0
2266,0.00058671,0.240718,1.0
2359,0.000655642,0.23219,1.0
2459,0.000971556,0.223619,1.0
2559,0.000763436,0.214874,1.0
2659,0.000654779,0.206571,1.0
2752,0.000712892,0.199305,1.0
2852,0.00101626,0.192038,1.0
2952,0.000817231,0.184562,1.0
3052,0.000690127,0.177451,1.0
3145,0.000734132,0.171252,1.0
3245,0.00105733,0.165122,1.0
3345,0.000840053,0.158699,1.0
3445,0.000696555,0.152598,1.0
3538,0.0007399,0.147318,1.0
3638,0.00109729,0.142171,1.0
3738,0.000853061,0.136631,1.0
3838,0.00069327,0.131389,1.0
3931,0.00074226,0.126939,1.0
4031,0.0010693,0.126788,1.0
4131,0.000858364,0.1261,1.0
4231,0.000673393,0.125441,1.0
4324,0.00074653,0.125074,1.0
4424,0.00108115,0.124939,1.0
4524,0.000857018,0.124245,1.0
4624,0.000673745,0.123595,1.0
4717,0.00074949,0.123238,1.0
4817,0.00108984,0.123115,1.0
4917,0.000857313,0.122421,1.0
5017,0.000673671,0.121777,1.0
5110,0.000751643,0.12143,1.0
5210,0.00109714,0.12132,1.0
5310,0.000858132,0.120626,1.0
5410,0.000673319,0.119988,1.0
5503,0.000753356,0.11965,1.0
5603,0.00110348,0.119551,1.0
5703,0.000859157,0.118859,1.0
5803,0.000672698,0.118227,1.0
