step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
4031,0.0431409,0.363607,0.976563,4031,0.0644503,0.42647,0.949219,4031,0.048577,0.370909,0.96875,4031,0.0275488,0.35125,0.976563,4031,0.0969401,0.457613,0.933594,4031,0.0894209,0.454547,0.953125,4031,0.0467282,0.36778,0.976563,4031,0.0549091,0.421807,0.972656
4131,0.0308135,0.350169,0.979167,4131,0.0462866,0.407174,0.960938,4131,0.0195824,0.340824,0.979167,4131,0.0306891,0.353305,0.981771,4131,0.0547946,0.414337,0.953125,4131,0.0542359,0.418225,0.963542,4131,0.0162275,0.336177,0.984375,4131,0.0431246,0.408857,0.979167
4231,0.0147567,0.332979,0.984375,4231,0.0182876,0.377982,0.970703,4231,0.0209061,0.341021,0.982422,4231,0.0122366,0.333723,0.986328,4231,0.036249,0.394613,0.964844,4231,0.0235508,0.386355,0.972656,4231,0.00859973,0.327422,0.988281,4231,0.0323359,0.396845,0.982422
4324,0.0151082,0.332255,0.992188,4324,0.0210437,0.379592,1.0,4324,0.0251192,0.344162,0.992188,4324,0.0111477,0.331561,1.0,4324,0.0572501,0.414476,0.984375,4324,0.0452507,0.406915,0.984375,4324,0.0062454,0.323992,1.0,4324,0.0471222,0.410463,0.976563
4424,0.0136297,0.329629,0.996094,4424,0.0276764,0.385011,0.996094,4424,0.0190581,0.336961,0.992188,4424,0.0100278,0.329303,1.0,4424,0.0260622,0.382084,0.992188,4424,0.0187948,0.379243,0.992188,4424,0.0199486,0.336556,0.996094,4424,0.0188222,0.38092,0.988281
4524,0.0141491,0.328997,0.997396,4524,0.0217492,0.377863,0.994792,4524,0.00765902,0.324414,0.994792,4524,0.0106923,0.328828,1.0,4524,0.0210885,0.375899,0.994792,4524,0.0244097,0.383628,0.992188,4524,0.00704091,0.322504,0.997396,4524,0.018044,0.378894,0.992188
4624,0.00673429,0.320425,0.998047,4624,0.0113526,0.366214,0.996094,4624,0.00654703,0.322144,0.996094,4624,0.00475007,0.321728,1.0,4624,0.0151906,0.368767,0.996094,4624,0.0126273,0.370597,0.994141,4624,0.00561836,0.319925,0.998047,4624,0.0194591,0.379035,0.994141
4717,0.00715331,0.319756,1.0,4717,0.0134764,0.367152,1.0,4717,0.0138633,0.328371,1.0,4717,0.00605937,0.321948,1.0,4717,0.0353932,0.387795,0.992188,4717,0.0226469,0.379429,1.0,4717,0.00425689,0.317475,1.0,4717,0.0202219,0.378594,1.0
4817,0.00889147,0.320337,1.0,4817,0.0180922,0.370518,1.0,4817,0.0115887,0.324941,1.0,4817,0.00593279,0.32067,1.0,4817,0.0141617,0.365325,0.996094,4817,0.0109761,0.366506,1.0,4817,0.012966,0.325031,1.0,4817,0.0114287,0.368529,1.0
4917,0.0089421,0.31923,1.0,4917,0.0148225,0.365995,0.997396,4917,0.00491117,0.317105,1.0,4917,0.0068028,0.320387,1.0,4917,0.0121916,0.362113,0.997396,4917,0.0136785,0.367945,1.0,4917,0.00502285,0.315934,1.0,4917,0.0100924,0.365916,1.0
5017,0.00449361,0.313621,1.0,5017,0.00781607,0.357714,0.998047,5017,0.00391029,0.31494,1.0,5017,0.00335682,0.315775,1.0,5017,0.00870202,0.357366,0.998047,5017,0.00843693,0.361429,1.0,5017,0.0043717,0.314123,1.0,5017,0.012429,0.366959,1.0
5110,0.00468535,0.312726,1.0,5110,0.00933966,0.35804,1.0,5110,0.00955549,0.319496,1.0,5110,0.00457525,0.315904,1.0,5110,0.0235869,0.371063,0.992188,5110,0.0143793,0.366167,1.0,5110,0.0034471,0.312112,1.0,5110,0.0111915,0.364506,1.0
5210,0.00669359,0.31358,1.0,5210,0.0126564,0.360092,1.0,5210,0.00830382,0.317089,1.0,5210,0.00418985,0.314365,1.0,5210,0.00958082,0.355804,0.996094,5210,0.00746086,0.357981,1.0,5210,0.00899598,0.316508,1.0,5210,0.00802175,0.360052,1.0
5310,0.00631705,0.312049,1.0,5310,0.0101457,0.356316,1.0,5310,0.00360914,0.311237,1.0,5310,0.00496337,0.313985,1.0,5310,0.00904503,0.354013,0.997396,5310,0.00916194,0.358406,1.0,5310,0.00393699,0.310297,1.0,5310,0.0068417,0.357586,1.0
5410,0.00341768,0.307996,1.0,5410,0.00564832,0.350539,1.0,5410,0.0028852,0.309353,1.0,5410,0.00262407,0.310484,1.0,5410,0.0062312,0.349934,0.998047,5410,0.00627963,0.35424,1.0,5410,0.00361003,0.308816,1.0,5410,0.00881555,0.358262,1.0
5503,0.00358627,0.307085,1.0,5503,0.00664893,0.350342,1.0,5503,0.00727184,0.312657,1.0,5503,0.0037732,0.310549,1.0,5503,0.0165569,0.35907,1.0,5503,0.0101408,0.356896,1.0,5503,0.00295012,0.307077,1.0,5503,0.00808226,0.356315,1.0
5603,0.00543875,0.307792,1.0,5603,0.00948691,0.351914,1.0,5603,0.00656533,0.310801,1.0,5603,0.00326918,0.308897,1.0,5603,0.00690237,0.34816,1.0,5603,0.00566717,0.35115,1.0,5603,0.00674205,0.309723,1.0,5603,0.00611154,0.353059,1.0
5703,0.00500872,0.306216,1.0,5703,0.00746755,0.348628,1.0,5703,0.00288832,0.305975,1.0,5703,0.00398325,0.308463,1.0,5703,0.00709326,0.347094,1.0,5703,0.00709625,0.351302,1.0,5703,0.00329132,0.305128,1.0,5703,0.00509713,0.350759,1.0
5803,0.00276523,0.302828,1.0,5803,0.00438562,0.34427,1.0,5803,0.00229377,0.304229,1.0,5803,0.00217649,0.305503,1.0,5803,0.00491881,0.343656,1.0,5803,0.00500582,0.34793,1.0,5803,0.00310126,0.303793,1.0,5803,0.00664296,0.351011,1.0
