step, cross_entropy, loss, train_accuracy
1,2.62281,2.83489,0.0546875
101,1.62914,1.83979,0.222656
201,0.978638,1.19929,0.372396
301,0.62463,0.849513,0.476563
401,0.412783,0.638454,0.553125
471,0.57428,0.79974,0.851563
571,0.312905,0.537752,0.882813
671,0.435057,0.658942,0.888021
771,0.411421,0.634131,0.876953
871,0.211688,0.433711,0.890625
941,0.327064,0.547953,0.914063
1041,0.203864,0.423528,0.921875
1141,0.224635,0.4432,0.932292
1241,0.302334,0.520022,0.925781
1341,0.140485,0.357473,0.929688
1411,0.296753,0.513339,0.890625
1511,0.169964,0.386111,0.925781
1611,0.208798,0.424268,0.927083
1711,0.23963,0.454644,0.923828
1811,0.120866,0.335685,0.932813
1881,0.185371,0.399784,0.9375
1981,0.174577,0.389202,0.941406
2081,0.166358,0.381117,0.940104
2181,0.168978,0.383157,0.939453
2281,0.0801614,0.294616,0.945313
2351,0.174203,0.38837,0.953125
2451,0.130639,0.34462,0.953125
2551,0.0981615,0.312298,0.960938
2651,0.115444,0.32913,0.960938
2751,0.108121,0.322858,0.964063
2821,0.148869,0.363318,0.960938
2921,0.0806516,0.295943,0.964844
3021,0.0829601,0.298066,0.973958
3121,0.143633,0.358354,0.966797
3221,0.0673255,0.282174,0.971875
3291,0.0948979,0.309434,0.96875
3391,0.101099,0.315218,0.972656
3491,0.0745714,0.288243,0.971354
3591,0.133296,0.346416,0.966797
3691,0.0624994,0.275959,0.970312
3761,0.0723666,0.285618,0.984375
3861,0.0702656,0.283074,0.984375
3961,0.120237,0.332373,0.976563
4061,0.11658,0.328171,0.970703
4161,0.134993,0.347048,0.970312
4231,0.0861359,0.298256,0.976563
4331,0.0402352,0.251718,0.984375
4431,0.038295,0.249148,0.986979
4531,0.106568,0.317721,0.980469
4631,0.0672174,0.278159,0.979688
4701,0.192579,0.402408,0.929688
4801,0.00995103,0.219111,0.964844
4901,0.00702642,0.215452,0.976563
5001,0.0336344,0.241312,0.980469
5101,0.00301153,0.209934,0.984375
5171,0.0339858,0.240374,0.984375
5271,0.00572772,0.211365,0.992188
5371,0.00264731,0.20753,0.994792
5471,0.0100014,0.214129,0.994141
5571,0.00190752,0.205278,0.995313
5641,0.0221792,0.225015,0.992188
5741,0.00349974,0.205585,0.996094
5841,0.00200926,0.203342,0.997396
5941,0.00335127,0.203932,0.998047
6041,0.00152905,0.201357,0.998438
6111,0.0170245,0.216323,0.992188
6211,0.00278777,0.201341,0.996094
6311,0.00167821,0.199487,0.997396
6411,0.00220585,0.19927,0.998047
6511,0.00131812,0.197638,0.998438
6581,0.0137217,0.209519,0.992188
6681,0.00244504,0.197506,0.996094
6781,0.00142511,0.19575,0.997396
6881,0.00170553,0.195296,0.998047
6981,0.00118897,0.194046,0.998438
