step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
1,2.64588,2.85796,0.0703125,1,2.64064,2.85272,0.0703125,1,2.64216,2.85424,0.0703125,1,2.67597,2.88805,0.0703125,1,2.63592,2.848,0.0703125,1,2.6468,2.85887,0.0703125,1,2.65588,2.86795,0.0703125,1,2.63517,2.84725,0.0703125
101,2.42564,2.63771,0.105469,101,2.40799,2.62006,0.105469,101,2.42575,2.63783,0.105469,101,2.41659,2.62867,0.105469,101,2.4035,2.61558,0.105469,101,2.41157,2.62365,0.105469,101,2.42629,2.63836,0.105469,101,2.42057,2.63265,0.105469
201,2.56885,2.78092,0.0963542,201,2.5462,2.75827,0.0963542,201,2.56408,2.77615,0.0963542,201,2.57352,2.7856,0.0963542,201,2.55484,2.76692,0.0963542,201,2.56326,2.77533,0.0963542,201,2.55452,2.76659,0.0963542,201,2.55959,2.77166,0.0963542
301,2.51893,2.73101,0.101563,301,2.53653,2.7486,0.101563,301,2.53948,2.75155,0.101563,301,2.53986,2.75194,0.101563,301,2.54155,2.75362,0.101563,301,2.54727,2.75935,0.101563,301,2.53437,2.74645,0.101563,301,2.54448,2.75655,0.101563
394,2.61967,2.83174,0.0703125,394,2.61844,2.83051,0.0703125,394,2.61829,2.83036,0.0703125,394,2.65076,2.86283,0.0703125,394,2.61008,2.82215,0.0703125,394,2.6214,2.83347,0.0703125,394,2.62923,2.8413,0.0703125,394,2.61135,2.82342,0.0703125
494,2.40934,2.62141,0.105469,494,2.39143,2.6035,0.105469,494,2.41007,2.62214,0.105469,494,2.40097,2.61304,0.105469,494,2.38705,2.59911,0.105469,494,2.39455,2.60662,0.105469,494,2.40919,2.62126,0.105469,494,2.40618,2.61825,0.105469
594,2.54661,2.75867,0.0963542,594,2.52222,2.73428,0.0963542,594,2.54017,2.75224,0.0963542,594,2.54713,2.75919,0.0963542,594,2.53166,2.74373,0.0963542,594,2.53802,2.75009,0.0963542,594,2.53275,2.74482,0.0963542,594,2.53501,2.74707,0.0963542
694,2.49749,2.70956,0.101563,694,2.51474,2.72681,0.101563,694,2.51599,2.72806,0.101563,694,2.51226,2.72432,0.101563,694,2.51873,2.7308,0.101563,694,2.52116,2.73323,0.101563,694,2.51068,2.72274,0.101563,694,2.52158,2.73364,0.101563
787,2.59423,2.8063,0.0703125,787,2.59596,2.80802,0.0703125,787,2.59553,2.80759,0.0703125,787,2.62483,2.83689,0.0703125,787,2.5844,2.79647,0.0703125,787,2.59537,2.80744,0.0703125,787,2.60342,2.81549,0.0703125,787,2.58691,2.79898,0.0703125
887,2.39434,2.6064,0.105469,887,2.37779,2.58985,0.105469,887,2.39647,2.60853,0.105469,887,2.38583,2.59789,0.105469,887,2.37211,2.58417,0.105469,887,2.3804,2.59246,0.105469,887,2.39415,2.60621,0.105469,887,2.3918,2.60386,0.105469
987,2.5264,2.73846,0.0963542,987,2.49974,2.7118,0.0963542,987,2.51735,2.72941,0.0963542,987,2.52226,2.73432,0.0963542,987,2.50954,2.7216,0.0963542,987,2.51482,2.72688,0.0963542,987,2.5121,2.72416,0.0963542,987,2.51049,2.72255,0.0963542
1087,2.47649,2.68855,0.101563,1087,2.49296,2.70502,0.101563,1087,2.49233,2.70439,0.101563,1087,2.48357,2.69563,0.101563,1087,2.49716,2.70922,0.101563,1087,2.49357,2.70563,0.101563,1087,2.48771,2.69977,0.101563,1087,2.49588,2.70794,0.101563
1180,2.56992,2.78197,0.0703125,1180,2.57294,2.785,0.0703125,1180,2.57327,2.78533,0.0703125,1180,2.59954,2.81159,0.0703125,1180,2.55991,2.77197,0.0703125,1180,2.5699,2.78196,0.0703125,1180,2.57845,2.79051,0.0703125,1180,2.56327,2.77533,0.0703125
1280,2.38109,2.59314,0.105469,1280,2.36455,2.57661,0.105469,1280,2.38349,2.59554,0.105469,1280,2.37186,2.58392,0.105469,1280,2.35825,2.57031,0.105469,1280,2.36826,2.58031,0.105469,1280,2.38011,2.59216,0.105469,1280,2.37828,2.59034,0.105469
