step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
4031,1.52439,1.8045,0.453125,4031,1.7137,1.99242,0.414063,4031,1.57831,1.85824,0.472656,4031,1.43643,1.71665,0.519531,4031,1.59983,1.87879,0.457031,4031,1.63206,1.9111,0.425781,4031,1.42021,1.70062,0.511719,4031,1.69469,1.97352,0.414063
4131,1.56689,1.84693,0.453125,4131,1.71922,1.99782,0.419271,4131,1.56479,1.84464,0.46875,4131,1.44743,1.72759,0.513021,4131,1.68746,1.9663,0.447917,4131,1.69168,1.9706,0.427083,4131,1.42698,1.70734,0.507813,4131,1.72786,2.00657,0.411458
4231,1.54831,1.82825,0.470703,4231,1.70752,1.98601,0.431641,4231,1.53495,1.8147,0.486328,4231,1.50071,1.78082,0.517578,4231,1.68137,1.9601,0.453125,4231,1.65395,1.93277,0.443359,4231,1.39936,1.67966,0.517578,4231,1.70146,1.98006,0.417969
4324,1.50764,1.78752,0.445313,4324,1.72179,2.00018,0.445313,4324,1.5021,1.78178,0.515625,4324,1.27074,1.55082,0.546875,4324,1.67427,1.95291,0.453125,4324,1.67008,1.94882,0.414063,4324,1.31027,1.59055,0.570313,4324,1.67938,1.95788,0.429688
4424,1.47975,1.75956,0.460938,4424,1.66918,1.94745,0.453125,4424,1.43577,1.71538,0.53125,4424,1.3854,1.66543,0.535156,4424,1.56417,1.84269,0.460938,4424,1.58649,1.86512,0.429688,4424,1.37736,1.6576,0.542969,4424,1.6442,1.92259,0.425781
4524,1.53173,1.81147,0.460938,4524,1.67314,1.9513,0.445313,4524,1.40038,1.67993,0.528646,4524,1.39774,1.67773,0.528646,4524,1.65698,1.93539,0.453125,4524,1.65737,1.9359,0.432292,4524,1.3813,1.66149,0.539063,4524,1.70349,1.98177,0.421875
4624,1.5216,1.80125,0.476563,4624,1.69312,1.97117,0.449219,4624,1.50458,1.78405,0.53125,4624,1.45534,1.73529,0.527344,4624,1.66356,1.94187,0.458984,4624,1.62104,1.89946,0.449219,4624,1.37699,1.65714,0.535156,4624,1.6771,1.95527,0.425781
4717,1.46843,1.74802,0.476563,4717,1.68632,1.96427,0.445313,4717,1.32142,1.60085,0.5625,4717,1.21484,1.49478,0.601563,4717,1.63458,1.91279,0.460938,4717,1.63778,1.91612,0.46875,4717,1.26651,1.54664,0.601563,4717,1.63485,1.91294,0.460938
4817,1.44288,1.72241,0.480469,4817,1.62821,1.90606,0.460938,4817,1.38478,1.66417,0.546875,4817,1.32933,1.60922,0.570313,4817,1.53739,1.8155,0.464844,4817,1.55061,1.82885,0.464844,4817,1.3309,1.611,0.542969,4817,1.59869,1.87667,0.449219
4917,1.49757,1.77705,0.486979,4917,1.63278,1.91052,0.460938,4917,1.32965,1.60899,0.549479,4917,1.34983,1.62968,0.559896,4917,1.63661,1.91462,0.450521,4917,1.61099,1.88914,0.455729,4917,1.34271,1.62276,0.546875,4917,1.65704,1.93493,0.434896
5017,1.50658,1.78597,0.5,5017,1.66913,1.94676,0.462891,5017,1.28086,1.56016,0.554688,5017,1.40973,1.68955,0.548828,5017,1.6464,1.92431,0.458984,5017,1.59275,1.87079,0.46875,5017,1.35009,1.63011,0.558594,5017,1.66062,1.93841,0.433594
5110,1.43229,1.71163,0.492188,5110,1.65834,1.93588,0.476563,5110,1.17347,1.45274,0.578125,5110,1.18187,1.46168,0.59375,5110,1.60546,1.88328,0.484375,5110,1.61108,1.88905,0.46875,5110,1.21995,1.49996,0.609375,5110,1.60075,1.87844,0.460938
5210,1.40979,1.68907,0.492188,5210,1.59338,1.87082,0.480469,5210,1.21403,1.49328,0.574219,5210,1.28158,1.56136,0.570313,5210,1.51373,1.79145,0.480469,5210,1.52256,1.80043,0.457031,5210,1.2863,1.56628,0.5625,5210,1.56249,1.84009,0.449219
5310,1.45554,1.73478,0.489583,5310,1.59005,1.86739,0.471354,5310,1.2107,1.48992,0.559896,5310,1.30887,1.58861,0.559896,5310,1.61724,1.89488,0.463542,5310,1.57401,1.8518,0.450521,5310,1.29409,1.57403,0.559896,5310,1.61802,1.89553,0.442708
5410,1.4849,1.76406,0.5,5410,1.64055,1.91779,0.474609,5410,1.21672,1.4959,0.5625,5410,1.37699,1.65671,0.554688,5410,1.62887,1.90641,0.470703,5410,1.56879,1.84647,0.464844,5410,1.31039,1.59031,0.576172,5410,1.65346,1.93088,0.443359
5503,1.39781,1.67693,0.507813,5503,1.62601,1.90317,0.492188,5503,1.10394,1.38311,0.59375,5503,1.1619,1.44162,0.585938,5503,1.57227,1.84973,0.507813,5503,1.58429,1.8619,0.476563,5503,1.1751,1.45501,0.601563,5503,1.58177,1.8591,0.46875
5603,1.3781,1.65716,0.503906,5603,1.56449,1.84156,0.496094,5603,1.15662,1.4358,0.582031,5603,1.24512,1.5248,0.574219,5603,1.48932,1.76669,0.5,5603,1.50339,1.78092,0.457031,5603,1.24674,1.52663,0.566406,5603,1.53792,1.81516,0.457031
5703,1.42066,1.69968,0.502604,5703,1.55879,1.83577,0.484375,5703,1.13044,1.40959,0.578125,5703,1.279,1.55866,0.565104,5703,1.5873,1.86459,0.479167,5703,1.54198,1.81943,0.453125,5703,1.25126,1.53112,0.570313,5703,1.59785,1.87501,0.450521
5803,1.46364,1.7426,0.511719,5803,1.61308,1.88997,0.484375,5803,1.17264,1.45177,0.582031,5803,1.34086,1.62051,0.560547,5803,1.60474,1.88195,0.484375,5803,1.54921,1.82656,0.46875,5803,1.26685,1.54669,0.583984,5803,1.6362,1.91327,0.451172
