step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
1,2.53243,2.74451,0.109375,1,2.50743,2.71951,0.109375,1,2.53224,2.74431,0.109375,1,2.52236,2.73444,0.109375,1,2.52234,2.73442,0.109375,1,2.5108,2.72287,0.109375,1,2.53824,2.75032,0.109375,1,2.51879,2.73087,0.109375
101,1.67371,1.88688,0.273438,101,1.54365,1.75783,0.277344,101,1.69762,1.90998,0.25,101,1.64927,1.86143,0.234375,101,1.71102,1.92377,0.257813,101,1.70028,1.91231,0.226563,101,1.57939,1.79234,0.265625,101,1.66826,1.88044,0.238281
201,1.34113,1.55316,0.361979,201,1.29345,1.50785,0.369792,201,1.45666,1.66689,0.320313,201,1.46386,1.67422,0.309896,201,1.33206,1.54404,0.354167,201,1.36207,1.57241,0.315104,201,1.34958,1.56319,0.359375,201,1.46861,1.67857,0.3125
237,1.36514,1.5772,0.484375,237,1.35809,1.57267,0.53125,237,1.57821,1.78806,0.421875,237,1.53289,1.74288,0.421875,237,1.39747,1.60942,0.476563,237,1.40845,1.6186,0.4375,237,1.2105,1.42451,0.554688,237,1.42602,1.63556,0.445313
337,1.10578,1.319,0.535156,337,1.049,1.2655,0.59375,337,1.29568,1.50569,0.460938,337,1.38058,1.59077,0.453125,337,1.25693,1.46986,0.535156,337,1.28551,1.49572,0.511719,337,1.1059,1.32226,0.570313,337,1.25958,1.46885,0.484375
437,1.11585,1.33122,0.552083,437,1.03928,1.2585,0.59375,437,1.1673,1.37892,0.486979,437,1.26017,1.47141,0.486979,437,1.08905,1.3044,0.567708,437,1.1222,1.33393,0.536458,437,1.03934,1.25735,0.585938,437,1.18614,1.39668,0.523438
473,0.945982,1.16217,0.640625,473,0.949405,1.16987,0.585938,473,1.10129,1.31347,0.570313,473,1.15717,1.36904,0.53125,473,1.02883,1.24515,0.585938,473,1.11401,1.32639,0.5625,473,0.841897,1.0605,0.65625,473,1.15848,1.36984,0.578125
573,0.839453,1.05835,0.671875,573,0.763879,0.988089,0.652344,573,1.09275,1.30729,0.59375,573,1.0759,1.29002,0.558594,573,0.9267,1.14639,0.632813,573,1.01004,1.22509,0.621094,573,0.846888,1.06855,0.683594,573,1.08704,1.30122,0.578125
673,0.902918,1.12577,0.677083,673,0.744232,0.972867,0.674479,673,0.929292,1.1468,0.617188,673,0.983434,1.20106,0.575521,673,0.854072,1.07782,0.664063,673,0.987245,1.20571,0.606771,673,0.841211,1.06681,0.674479,673,0.859922,1.07795,0.619792
709,0.616745,0.841094,0.796875,709,0.654735,0.884761,0.75,709,0.811252,1.02967,0.734375,709,0.866131,1.08505,0.695313,709,0.6827,0.90804,0.78125,709,0.852929,1.07292,0.648438,709,0.599372,0.826372,0.78125,709,0.845468,1.06482,0.710938
