step, cross_entropy, loss, train_accuracy
1,2.66586,2.87793,0.0703125
41,1.7244,1.93751,0.390625
81,1.68763,1.90041,0.390625
121,1.55547,1.76742,0.414063
161,1.48429,1.69566,0.429688
