step, cross_entropy, loss, train_accuracy
1,2.65421,2.86629,0.0703125
41,1.86456,2.07832,0.34375
81,1.74169,1.95457,0.359375
121,1.59831,1.80997,0.398438
161,1.4689,1.68009,0.484375
