step_mut48_150MR1bgr, cross_entropy_mut48_150MR1bgr, loss_mut48_150MR1bgr, train_accuracy_mut48_150MR1bgr,step_mut48_150MR1brg, cross_entropy_mut48_150MR1brg, loss_mut48_150MR1brg, train_accuracy_mut48_150MR1brg,step_mut48_150MR1gbr, cross_entropy_mut48_150MR1gbr, loss_mut48_150MR1gbr, train_accuracy_mut48_150MR1gbr,step_mut48_150MR1grb, cross_entropy_mut48_150MR1grb, loss_mut48_150MR1grb, train_accuracy_mut48_150MR1grb,step_mut48_150MR1rbg, cross_entropy_mut48_150MR1rbg, loss_mut48_150MR1rbg, train_accuracy_mut48_150MR1rbg,step_mut48_150MR1rgb, cross_entropy_mut48_150MR1rgb, loss_mut48_150MR1rgb, train_accuracy_mut48_150MR1rgb
2459,0.309732,0.603164,0.902344,2459,0.371992,0.66389,0.890625,2459,0.275723,0.567333,0.890625,2459,0.285929,0.575916,0.925781,2459,0.36078,0.651228,0.898438,2459,0.260506,0.549965,0.917969
2559,0.188389,0.484295,0.911458,2559,0.21691,0.513325,0.901042,2559,0.267734,0.564345,0.890625,2559,0.273381,0.56703,0.919271,2559,0.240517,0.535106,0.895833,2559,0.161679,0.453948,0.929688
2659,0.13678,0.435013,0.925781,2659,0.213217,0.512253,0.90625,2659,0.178914,0.478382,0.908203,2659,0.224851,0.523184,0.919922,2659,0.196132,0.494122,0.904297,2659,0.276692,0.572014,0.923828
2752,0.13308,0.43564,0.945313,2752,0.1637,0.465741,0.945313,2752,0.14524,0.448176,0.945313,2752,0.107511,0.409129,0.96875,2752,0.223512,0.525362,0.9375,2752,0.129707,0.427969,0.960938
2852,0.243663,0.548683,0.929688,2852,0.349328,0.654973,0.910156,2852,0.175077,0.48211,0.933594,2852,0.316399,0.621265,0.929688,2852,0.274769,0.580343,0.917969,2852,0.258667,0.559609,0.945313
2952,0.138941,0.447048,0.9375,2952,0.297127,0.607235,0.908854,2952,0.322947,0.631689,0.919271,2952,0.204277,0.512536,0.929688,2952,0.22792,0.53625,0.919271,2952,0.0924568,0.395944,0.953125
3052,0.121263,0.4318,0.945313,3052,0.213862,0.526009,0.910156,3052,0.314421,0.626137,0.917969,3052,0.188447,0.500557,0.935547,3052,0.190831,0.501539,0.925781,3052,0.239973,0.546546,0.933594
3145,0.0539971,0.366691,0.984375,3145,0.101199,0.416643,0.976563,3145,0.117348,0.430843,0.960938,3145,0.101658,0.415179,0.960938,3145,0.117127,0.430458,0.96875,3145,0.113801,0.42266,0.976563
3245,0.196641,0.511237,0.964844,3245,0.154803,0.47254,0.964844,3245,0.179838,0.495524,0.953125,3245,0.229481,0.545234,0.9375,3245,0.239905,0.555054,0.960938,3245,0.12966,0.439591,0.964844
3345,0.125709,0.441136,0.963542,3345,0.170887,0.490428,0.958333,3345,0.111302,0.428432,0.958333,3345,0.253278,0.571296,0.929688,3345,0.141013,0.457022,0.955729,3345,0.209573,0.521271,0.947917
3445,0.167883,0.484291,0.955078,3445,0.228431,0.548983,0.949219,3445,0.199455,0.519007,0.955078,3445,0.224041,0.544929,0.923828,3445,0.139821,0.457074,0.953125,3445,0.188683,0.502465,0.947266
3538,0.11958,0.437739,0.96875,3538,0.116423,0.438836,0.96875,3538,0.0875689,0.408668,0.960938,3538,0.117102,0.439959,0.960938,3538,0.115618,0.435063,0.96875,3538,0.0936722,0.408092,0.953125
3638,0.225992,0.544191,0.9375,3638,0.215916,0.539813,0.949219,3638,0.184658,0.507503,0.9375,3638,0.171266,0.494637,0.949219,3638,0.204888,0.524749,0.949219,3638,0.154146,0.470529,0.949219
3738,0.130025,0.450442,0.942708,3738,0.106831,0.430622,0.955729,3738,0.177285,0.501417,0.9375,3738,0.0763826,0.400338,0.958333,3738,0.174636,0.495847,0.945313,3738,0.214946,0.531497,0.9375
3838,0.133113,0.45455,0.945313,3838,0.26554,0.589688,0.939453,3838,0.1699,0.494153,0.939453,3838,0.109363,0.433338,0.960938,3838,0.123355,0.445204,0.947266,3838,0.113374,0.431648,0.941406
3931,0.0880286,0.410192,0.976563,3931,0.101201,0.427817,0.976563,3931,0.114446,0.439866,0.960938,3931,0.0529996,0.376808,0.976563,3931,0.126529,0.448714,0.953125,3931,0.119781,0.439859,0.96875
4031,0.0443102,0.365507,0.980469,4031,0.0876647,0.413382,0.972656,4031,0.0609035,0.385368,0.972656,4031,0.0795125,0.402357,0.972656,4031,0.041632,0.362854,0.96875,4031,0.0592179,0.378417,0.976563
4131,0.0494863,0.369591,0.981771,4131,0.0657416,0.390385,0.976563,4131,0.0308484,0.354208,0.979167,4131,0.0180291,0.339769,0.979167,4131,0.0407327,0.360853,0.973958,4131,0.01534,0.333472,0.984375
4231,0.0174153,0.336394,0.984375,4231,0.0224524,0.345982,0.982422,4231,0.026313,0.348536,0.980469,4231,0.00480157,0.325406,0.984375,4231,0.00481406,0.323807,0.980469,4231,0.0156978,0.332723,0.988281
4324,0.00710732,0.325015,1.0,4324,0.0189209,0.341389,0.992188,4324,0.0185073,0.339656,0.992188,4324,0.00644801,0.32597,1.0,4324,0.00953932,0.327454,1.0,4324,0.0115527,0.327527,1.0
4424,0.0147889,0.331557,1.0,4424,0.0293691,0.350701,0.992188,4424,0.0269727,0.346974,0.992188,4424,0.0314483,0.349826,0.996094,4424,0.0169032,0.33368,0.996094,4424,0.0274966,0.34235,0.996094
4524,0.0188845,0.334511,0.997396,4524,0.0262419,0.346437,0.992188,4524,0.0138742,0.332727,0.994792,4524,0.00562564,0.322853,0.997396,4524,0.0108696,0.3265,0.997396,4524,0.00962884,0.323356,0.997396
4624,0.00988354,0.324358,0.996094,4624,0.0115923,0.330634,0.994141,4624,0.00613206,0.323821,0.996094,4624,0.003307,0.319371,0.998047,4624,0.0034231,0.317898,0.998047,4624,0.00785035,0.320438,0.998047
4717,0.00388164,0.31727,1.0,4717,0.00971274,0.327666,1.0,4717,0.00862215,0.325218,1.0,4717,0.00352528,0.318493,1.0,4717,0.00613311,0.319518,1.0,4717,0.00674224,0.318258,1.0
4817,0.0101896,0.322426,1.0,4817,0.0172709,0.334066,1.0,4817,0.0191098,0.334545,0.996094,4817,0.0206122,0.334422,0.996094,4817,0.00839297,0.320629,1.0,4817,0.0165135,0.326892,0.996094
4917,0.011588,0.322672,1.0,4917,0.00946323,0.325103,1.0,4917,0.00901724,0.323294,0.997396,4917,0.00402485,0.316675,0.997396,4917,0.00594452,0.317025,1.0,4917,0.0077994,0.317038,0.997396
5017,0.00656322,0.31649,1.0,5017,0.00698554,0.321461,1.0,5017,0.00408988,0.317198,0.998047,5017,0.00268205,0.314165,0.998047,5017,0.00278525,0.312705,1.0,5017,0.00546649,0.313559,0.998047
5110,0.00286159,0.311704,1.0,5110,0.00599859,0.319381,1.0,5110,0.00654087,0.318555,1.0,5110,0.00273882,0.313126,1.0,5110,0.00466005,0.313492,1.0,5110,0.0047591,0.311777,1.0
5210,0.00795531,0.315645,1.0,5210,0.0121318,0.324353,1.0,5210,0.0146468,0.325501,1.0,5210,0.0140427,0.323273,1.0,5210,0.00605286,0.313735,1.0,5210,0.0122472,0.318125,1.0
5310,0.00840146,0.314941,1.0,5310,0.00659489,0.317658,1.0,5310,0.00675263,0.316449,1.0,5310,0.0031528,0.311226,1.0,5310,0.00426756,0.310796,1.0,5310,0.0059279,0.310665,1.0
5410,0.00495913,0.310346,1.0,5410,0.00495402,0.314854,1.0,5410,0.00311483,0.311647,1.0,5410,0.00228122,0.309192,1.0,5410,0.00236227,0.307735,1.0,5410,0.00413302,0.307728,1.0
5503,0.00233745,0.306646,1.0,5503,0.00432709,0.313138,1.0,5503,0.0053031,0.312748,1.0,5503,0.00222507,0.308048,1.0,5503,0.00377525,0.308067,1.0,5503,0.00378021,0.306305,1.0
5603,0.00657381,0.309737,1.0,5603,0.00925437,0.316909,1.0,5603,0.0118827,0.318175,1.0,5603,0.00977018,0.314443,1.0,5603,0.00486091,0.308009,1.0,5603,0.00958806,0.310978,1.0
5703,0.00658197,0.308603,1.0,5703,0.00508797,0.311589,1.0,5703,0.00535968,0.310501,1.0,5703,0.00259716,0.30612,1.0,5703,0.00341326,0.305416,1.0,5703,0.004641,0.304896,1.0
5803,0.00404313,0.30492,1.0,5803,0.00386016,0.309205,1.0,5803,0.00258164,0.306568,1.0,5803,0.00199509,0.304365,1.0,5803,0.00206252,0.302919,1.0,5803,0.00337827,0.302499,1.0
