step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
1,2.64588,2.64588,0.0703125,1,2.64064,2.64064,0.0703125,1,2.64216,2.64216,0.0703125,1,2.67597,2.67597,0.0703125,1,2.63592,2.63592,0.0703125,1,2.6468,2.6468,0.0703125,1,2.65588,2.65588,0.0703125,1,2.63517,2.63517,0.0703125
101,1.73179,1.73179,0.207031,101,1.71759,1.71759,0.230469,101,1.8296,1.8296,0.207031,101,1.73275,1.73275,0.207031,101,1.80343,1.80343,0.175781,101,1.78975,1.78975,0.183594,101,1.68401,1.68401,0.210938,101,1.81953,1.81953,0.171875
201,1.33644,1.33644,0.304688,201,1.49743,1.49743,0.294271,201,1.54868,1.54868,0.276042,201,1.49271,1.49271,0.291667,201,1.40189,1.40189,0.273438,201,1.56936,1.56936,0.25,201,1.35484,1.35484,0.302083,201,1.48286,1.48286,0.247396
301,1.3478,1.3478,0.359375,301,1.27196,1.27196,0.355469,301,1.43818,1.43818,0.328125,301,1.40741,1.40741,0.337891,301,1.28799,1.28799,0.337891,301,1.4074,1.4074,0.302734,301,1.29977,1.29977,0.363281,301,1.42681,1.42681,0.316406
394,0.952121,0.952121,0.640625,394,1.02529,1.02529,0.578125,394,1.21777,1.21777,0.546875,394,1.28476,1.28476,0.5,394,1.15682,1.15682,0.570313,394,1.28102,1.28102,0.523438,394,1.0632,1.0632,0.601563,394,1.24896,1.24896,0.546875
494,1.15444,1.15444,0.574219,494,1.09084,1.09084,0.570313,494,1.20428,1.20428,0.546875,494,1.26031,1.26031,0.519531,494,1.17758,1.17758,0.5625,494,1.22581,1.22581,0.515625,494,1.03635,1.03635,0.605469,494,1.27163,1.27163,0.523438
594,1.11807,1.11807,0.588542,594,0.960189,0.960189,0.59375,594,1.14864,1.14864,0.557292,594,1.06932,1.06932,0.546875,594,0.898795,0.898795,0.591146,594,1.19201,1.19201,0.523438,594,0.915072,0.915072,0.627604,594,1.26732,1.26732,0.523438
694,0.923956,0.923956,0.613281,694,0.923909,0.923909,0.615234,694,1.12201,1.12201,0.570313,694,1.05116,1.05116,0.578125,694,0.8575,0.8575,0.601563,694,1.19946,1.19946,0.535156,694,0.804165,0.804165,0.65625,694,1.05851,1.05851,0.550781
787,0.653064,0.653064,0.78125,787,0.612165,0.612165,0.78125,787,0.898736,0.898736,0.695313,787,0.941081,0.941081,0.664063,787,0.728998,0.728998,0.71875,787,0.916761,0.916761,0.6875,787,0.63379,0.63379,0.789063,787,0.860967,0.860967,0.679688
887,0.750217,0.750217,0.738281,887,0.856171,0.856171,0.726563,887,1.04087,1.04087,0.648438,887,0.997373,0.997373,0.660156,887,0.807313,0.807313,0.714844,887,1.11539,1.11539,0.605469,887,0.801701,0.801701,0.753906,887,1.01416,1.01416,0.640625
987,0.729574,0.729574,0.736979,987,0.683154,0.683154,0.726563,987,0.892071,0.892071,0.661458,987,0.834113,0.834113,0.669271,987,0.680855,0.680855,0.723958,987,0.913518,0.913518,0.617188,987,0.696544,0.696544,0.744792,987,0.963661,0.963661,0.643229
1087,0.615277,0.615277,0.75,1087,0.639554,0.639554,0.742188,1087,0.844485,0.844485,0.673828,1087,0.86972,0.86972,0.675781,1087,0.629604,0.629604,0.742188,1087,0.890929,0.890929,0.630859,1087,0.592407,0.592407,0.757813,1087,0.930067,0.930067,0.648438
1180,0.434686,0.434686,0.828125,1180,0.387107,0.387107,0.835938,1180,0.640722,0.640722,0.773438,1180,0.715357,0.715357,0.710938,1180,0.413504,0.413504,0.898438,1180,0.774792,0.774792,0.726563,1180,0.406512,0.406512,0.867188,1180,0.707132,0.707132,0.765625
