step_mut33_150MR1bgr, cross_entropy_mut33_150MR1bgr, loss_mut33_150MR1bgr, train_accuracy_mut33_150MR1bgr,step_mut33_150MR1brg, cross_entropy_mut33_150MR1brg, loss_mut33_150MR1brg, train_accuracy_mut33_150MR1brg,step_mut33_150MR1gbr, cross_entropy_mut33_150MR1gbr, loss_mut33_150MR1gbr, train_accuracy_mut33_150MR1gbr,step_mut33_150MR1grb, cross_entropy_mut33_150MR1grb, loss_mut33_150MR1grb, train_accuracy_mut33_150MR1grb,step_mut33_150MR1rbg, cross_entropy_mut33_150MR1rbg, loss_mut33_150MR1rbg, train_accuracy_mut33_150MR1rbg,step_mut33_150MR1rgb, cross_entropy_mut33_150MR1rgb, loss_mut33_150MR1rgb, train_accuracy_mut33_150MR1rgb
2166,2.45935,2.6714,0.0963542,2166,2.45891,2.67096,0.0963542,2166,2.41721,2.62926,0.109375,2166,2.46116,2.67321,0.0963542,2166,2.41734,2.62938,0.104167,2166,2.46784,2.67989,0.0963542
2266,2.43398,2.64603,0.101563,2266,2.42753,2.63957,0.101563,2266,2.44246,2.6545,0.111328,2266,2.41368,2.62573,0.101563,2266,2.45344,2.66548,0.107422,2266,2.41356,2.6256,0.101563
2359,2.55243,2.76448,0.0703125,2359,2.53085,2.74289,0.0703125,2359,2.52051,2.73256,0.078125,2359,2.5312,2.74325,0.0703125,2359,2.5323,2.74434,0.0703125,2359,2.50203,2.71407,0.0703125
2459,2.33368,2.54573,0.105469,2459,2.31806,2.5301,0.105469,2459,2.27352,2.48556,0.121094,2459,2.3422,2.55424,0.105469,2459,2.26384,2.47588,0.113281,2459,2.35037,2.56241,0.105469
2559,2.44519,2.65723,0.0963542,2559,2.44161,2.65365,0.0963542,2559,2.4008,2.61284,0.109375,2559,2.44391,2.65595,0.0963542,2559,2.39657,2.60861,0.104167,2559,2.44906,2.6611,0.0963542
2659,2.42007,2.63211,0.101563,2659,2.40965,2.62169,0.101563,2659,2.42988,2.64193,0.111328,2659,2.39518,2.60722,0.101563,2659,2.4363,2.64834,0.107422,2659,2.3939,2.60594,0.101563
2752,2.53555,2.74759,0.0703125,2752,2.51081,2.72285,0.0703125,2752,2.50194,2.71398,0.078125,2752,2.51308,2.72512,0.0703125,2752,2.51813,2.73017,0.0703125,2752,2.47997,2.69201,0.0703125
2852,2.32242,2.53445,0.105469,2852,2.30988,2.52192,0.105469,2852,2.2634,2.47544,0.125,2852,2.33447,2.54651,0.105469,2852,2.24958,2.46162,0.121094,2852,2.34168,2.55372,0.105469
2952,2.43155,2.64359,0.0963542,2952,2.42428,2.63632,0.0963542,2952,2.38521,2.59725,0.117188,2952,2.42804,2.64007,0.0963542,2952,2.37718,2.58922,0.109375,2952,2.43106,2.6431,0.0963542
3052,2.40563,2.61766,0.101563,3052,2.39383,2.60587,0.101563,3052,2.41662,2.62866,0.119141,3052,2.37691,2.58895,0.101563,3052,2.42012,2.63216,0.111328,3052,2.37746,2.58949,0.101563
3145,2.51856,2.7306,0.0703125,3145,2.49186,2.70389,0.0703125,3145,2.48448,2.69652,0.078125,3145,2.49565,2.70768,0.0703125,3145,2.50404,2.71608,0.0703125,3145,2.46215,2.67419,0.0703125
3245,2.31148,2.52351,0.105469,3245,2.30333,2.51536,0.105469,3245,2.25596,2.46799,0.128906,3245,2.32629,2.53832,0.105469,3245,2.23855,2.45059,0.125,3245,2.33275,2.54479,0.105469
3345,2.41932,2.63135,0.0963542,3345,2.40763,2.61967,0.0963542,3345,2.36991,2.58194,0.122396,3345,2.41256,2.6246,0.0963542,3345,2.35968,2.57171,0.117188,3345,2.41468,2.62671,0.0963542
3445,2.39222,2.60425,0.101563,3445,2.37972,2.59176,0.103516,3445,2.40399,2.61603,0.123047,3445,2.36126,2.57329,0.101563,3445,2.4072,2.61924,0.117188,3445,2.36256,2.57459,0.101563
3538,2.5016,2.71363,0.0703125,3538,2.47381,2.68584,0.0703125,3538,2.46692,2.67895,0.078125,3538,2.47985,2.69188,0.0625,3538,2.48998,2.70201,0.0703125,3538,2.44559,2.65762,0.0703125
3638,2.30064,2.51267,0.105469,3638,2.29764,2.50967,0.105469,3638,2.25019,2.46222,0.128906,3638,2.31817,2.53019,0.101563,3638,2.22956,2.44159,0.125,3638,2.32478,2.53681,0.105469
3738,2.40765,2.61968,0.0963542,3738,2.39181,2.60384,0.0963542,3738,2.35517,2.5672,0.127604,3738,2.39797,2.61,0.09375,3738,2.34456,2.55659,0.122396,3738,2.40078,2.61281,0.0963542
3838,2.37899,2.59102,0.101563,3838,2.36658,2.57861,0.103516,3838,2.3907,2.60273,0.126953,3838,2.34779,2.55981,0.0996094,3838,2.39425,2.60628,0.121094,3838,2.34873,2.56075,0.103516
3931,2.48515,2.69718,0.0703125,3931,2.45629,2.66832,0.0703125,3931,2.44951,2.66154,0.078125,3931,2.46452,2.67654,0.0625,3931,2.47586,2.68789,0.09375,3931,2.42933,2.64135,0.0625
4031,2.29263,2.50466,0.105469,4031,2.29368,2.50571,0.105469,4031,2.24657,2.4586,0.128906,4031,2.31196,2.52398,0.101563,4031,2.2239,2.43593,0.136719,4031,2.3189,2.53092,0.101563
4131,2.40168,2.61371,0.0963542,4131,2.38384,2.59587,0.0963542,4131,2.34739,2.55942,0.130208,4131,2.39091,2.60293,0.09375,4131,2.3376,2.54962,0.130208,4131,2.39405,2.60607,0.09375
4231,2.37488,2.5869,0.101563,4231,2.36261,2.57464,0.103516,4231,2.38648,2.59851,0.128906,4231,2.34377,2.55579,0.0996094,4231,2.38993,2.60196,0.126953,4231,2.34425,2.55628,0.101563
4324,2.4835,2.69553,0.0703125,4324,2.45461,2.66663,0.0703125,4324,2.44784,2.65987,0.0859375,4324,2.46305,2.67507,0.0625,4324,2.47447,2.68649,0.09375,4324,2.42776,2.63979,0.0625
4424,2.29155,2.50357,0.105469,4424,2.29317,2.5052,0.105469,4424,2.24607,2.4581,0.132813,4424,2.31114,2.52317,0.101563,4424,2.22322,2.43525,0.136719,4424,2.31818,2.5302,0.101563
4524,2.40062,2.61264,0.0963542,4524,2.38239,2.59441,0.0963542,4524,2.3459,2.55793,0.132813,4524,2.38966,2.60169,0.0963542,4524,2.33636,2.54839,0.130208,4524,2.39288,2.60491,0.09375
4624,2.37369,2.58571,0.101563,4624,2.36142,2.57345,0.103516,4624,2.38521,2.59724,0.130859,4624,2.34253,2.55455,0.101563,4624,2.38859,2.60062,0.126953,4624,2.34287,2.5549,0.101563
4717,2.48189,2.69391,0.0703125,4717,2.45293,2.66495,0.0703125,4717,2.44618,2.65821,0.0859375,4717,2.46162,2.67364,0.0625,4717,2.47305,2.68507,0.09375,4717,2.42622,2.63824,0.0625
4817,2.29048,2.50251,0.105469,4817,2.29267,2.5047,0.105469,4817,2.24555,2.45758,0.132813,4817,2.31033,2.52236,0.101563,4817,2.22255,2.43458,0.136719,4817,2.31746,2.52948,0.101563
4917,2.39955,2.61157,0.0963542,4917,2.38093,2.59295,0.0963542,4917,2.3444,2.55643,0.132813,4917,2.38843,2.60046,0.0963542,4917,2.33518,2.54721,0.130208,4917,2.39171,2.60374,0.09375
5017,2.3725,2.58453,0.101563,5017,2.36023,2.57226,0.103516,5017,2.38396,2.59599,0.130859,5017,2.3413,2.55332,0.101563,5017,2.38723,2.59925,0.126953,5017,2.34149,2.55351,0.101563
5110,2.48027,2.69229,0.0703125,5110,2.45126,2.66329,0.0703125,5110,2.44455,2.65658,0.0859375,5110,2.46019,2.67221,0.0625,5110,2.47161,2.68363,0.09375,5110,2.4247,2.63672,0.0625
5210,2.28943,2.50146,0.105469,5210,2.29219,2.50422,0.105469,5210,2.24502,2.45705,0.132813,5210,2.30952,2.52154,0.101563,5210,2.22187,2.4339,0.136719,5210,2.31673,2.52876,0.101563
5310,2.39846,2.61048,0.0963542,5310,2.3795,2.59153,0.0963542,5310,2.34293,2.55496,0.132813,5310,2.38722,2.59925,0.0963542,5310,2.33402,2.54605,0.130208,5310,2.39056,2.60258,0.09375
5410,2.37135,2.58338,0.101563,5410,2.35908,2.5711,0.103516,5410,2.38273,2.59476,0.130859,5410,2.34008,2.5521,0.103516,5410,2.38588,2.5979,0.126953,5410,2.34014,2.55216,0.101563
5503,2.47866,2.69068,0.0703125,5503,2.44963,2.66165,0.0703125,5503,2.44292,2.65495,0.0859375,5503,2.45877,2.67079,0.0625,5503,2.47013,2.68216,0.09375,5503,2.42319,2.63521,0.0625
5603,2.28837,2.50039,0.105469,5603,2.29171,2.50374,0.101563,5603,2.24448,2.45651,0.132813,5603,2.3087,2.52073,0.101563,5603,2.2212,2.43322,0.136719,5603,2.31602,2.52805,0.105469
5703,2.39737,2.60939,0.0963542,5703,2.37809,2.59011,0.09375,5703,2.34148,2.55351,0.132813,5703,2.38602,2.59804,0.0963542,5703,2.33289,2.54492,0.130208,5703,2.38945,2.60147,0.0963542
5803,2.37021,2.58223,0.101563,5803,2.35793,2.56996,0.103516,5803,2.38148,2.59351,0.130859,5803,2.33886,2.55088,0.103516,5803,2.38454,2.59657,0.126953,5803,2.33882,2.55085,0.103516
