step, cross_entropy, loss, train_accuracy
1,2.66497,2.87705,0.0703125
41,1.77396,1.98699,0.273438
81,1.66771,1.88015,0.367188
121,1.51176,1.72332,0.445313
161,1.39097,1.60231,0.515625
