step, cross_entropy, loss, train_accuracy
1,2.67033,2.8824,0.0703125
41,1.83836,2.05203,0.328125
81,1.61004,1.82317,0.414063
121,1.54282,1.7552,0.4375
161,1.48494,1.69676,0.453125
