step_originalData, cross_entropy_originalData, loss_originalData, train_accuracy_originalData,step_rotate180, cross_entropy_rotate180, loss_rotate180, train_accuracy_rotate180,step_rotate180transpose, cross_entropy_rotate180transpose, loss_rotate180transpose, train_accuracy_rotate180transpose,step_rotate270, cross_entropy_rotate270, loss_rotate270, train_accuracy_rotate270,step_rotate270transpose, cross_entropy_rotate270transpose, loss_rotate270transpose, train_accuracy_rotate270transpose,step_rotate90, cross_entropy_rotate90, loss_rotate90, train_accuracy_rotate90,step_rotate90transpose, cross_entropy_rotate90transpose, loss_rotate90transpose, train_accuracy_rotate90transpose,step_transpose, cross_entropy_transpose, loss_transpose, train_accuracy_transpose
3245,0.12966,0.439591,0.964844,3245,0.260289,0.576943,0.929688,3245,0.405686,0.738545,0.84375,3245,0.431311,0.768836,0.871094,3245,0.190007,0.501774,0.921875,3245,0.372803,0.711798,0.855469,3245,0.257716,0.56882,0.9375,3245,0.352129,0.691571,0.875
3345,0.209573,0.521271,0.947917,3345,0.194141,0.513058,0.929688,3345,0.259772,0.597167,0.856771,3345,0.210937,0.553113,0.893229,3345,0.163966,0.478132,0.934896,3345,0.322894,0.667257,0.851563,3345,0.125026,0.43724,0.945313,3345,0.290208,0.633943,0.877604
3445,0.188683,0.502465,0.947266,3445,0.0901861,0.409675,0.939453,3445,0.219047,0.560915,0.871094,3445,0.302385,0.649211,0.894531,3445,0.128136,0.443612,0.9375,3445,0.299412,0.647971,0.865234,3445,0.132845,0.447462,0.945313,3445,0.221481,0.56974,0.890625
3538,0.0936722,0.408092,0.953125,3538,0.116995,0.438722,0.945313,3538,0.29926,0.646745,0.882813,3538,0.24836,0.59935,0.90625,3538,0.25263,0.570792,0.882813,3538,0.149392,0.503274,0.9375,3538,0.122227,0.437775,0.945313,3538,0.2763,0.62892,0.875
3638,0.154146,0.470529,0.949219,3638,0.136911,0.459949,0.945313,3638,0.248242,0.599848,0.898438,3638,0.308625,0.664036,0.878906,3638,0.241465,0.561563,0.882813,3638,0.2887,0.64518,0.917969,3638,0.242914,0.559471,0.929688,3638,0.214978,0.571119,0.894531
3738,0.214946,0.531497,0.9375,3738,0.227064,0.551067,0.932292,3738,0.192393,0.54679,0.90625,3738,0.252536,0.611307,0.888021,3738,0.13052,0.450865,0.90625,3738,0.289843,0.649705,0.921875,3738,0.155749,0.472488,0.929688,3738,0.193975,0.554327,0.901042
3838,0.113374,0.431648,0.941406,3838,0.148369,0.474169,0.935547,3838,0.248189,0.604855,0.90625,3838,0.202222,0.5651,0.898438,3838,0.138631,0.460234,0.917969,3838,0.29064,0.655439,0.921875,3838,0.158038,0.475213,0.929688,3838,0.376863,0.74045,0.900391
3931,0.119781,0.439859,0.96875,3931,0.130837,0.458104,0.953125,3931,0.291983,0.65272,0.890625,3931,0.168172,0.532069,0.921875,3931,0.0758106,0.397148,0.984375,3931,0.143595,0.511632,0.960938,3931,0.0973967,0.414729,0.96875,3931,0.272416,0.640655,0.898438
4031,0.0592179,0.378417,0.976563,4031,0.0446991,0.37104,0.972656,4031,0.0818681,0.44167,0.925781,4031,0.077811,0.440695,0.953125,4031,0.0489258,0.369301,0.984375,4031,0.086596,0.453692,0.972656,4031,0.0421448,0.358539,0.980469,4031,0.0598122,0.427099,0.945313
4131,0.01534,0.333472,0.984375,4131,0.0376199,0.362871,0.979167,4131,0.0397621,0.39844,0.950521,4131,0.042198,0.403883,0.966146,4131,0.0260683,0.345353,0.986979,4131,0.0476782,0.413638,0.981771,4131,0.0500588,0.365361,0.976563,4131,0.0838791,0.450017,0.955729
4231,0.0156978,0.332723,0.988281,4231,0.0128971,0.337031,0.984375,4231,0.0315312,0.389049,0.962891,4231,0.0275212,0.387975,0.972656,4231,0.00786334,0.326032,0.990234,4231,0.0284146,0.393183,0.984375,4231,0.024832,0.339021,0.980469,4231,0.0738301,0.438788,0.958984
4324,0.0115527,0.327527,1.0,4324,0.0193902,0.342452,1.0,4324,0.0490101,0.4054,0.984375,4324,0.0308407,0.390111,1.0,4324,0.0114379,0.328536,1.0,4324,0.0640131,0.427628,0.976563,4324,0.0115778,0.324708,1.0,4324,0.0672407,0.431046,0.976563
4424,0.0274966,0.34235,0.996094,4424,0.0132028,0.335128,1.0,4424,0.0277649,0.382962,0.992188,4424,0.0358927,0.393914,0.996094,4424,0.0244338,0.340399,0.992188,4424,0.0441913,0.406588,0.980469,4424,0.0150018,0.327004,1.0,4424,0.0320978,0.394679,0.984375
4524,0.00962884,0.323356,0.997396,4524,0.0148794,0.335661,1.0,4524,0.0227776,0.376771,0.994792,4524,0.020866,0.377633,0.997396,4524,0.0114979,0.326326,0.994792,4524,0.0218921,0.383056,0.986979,4524,0.0119203,0.32279,1.0,4524,0.0337911,0.39514,0.986979
4624,0.00785035,0.320438,0.998047,4624,0.00613,0.325755,1.0,4624,0.0185779,0.371347,0.996094,4624,0.0149645,0.370457,0.998047,4624,0.00479402,0.318475,0.996094,4624,0.0158643,0.375767,0.990234,4624,0.0115183,0.321247,1.0,4624,0.0380288,0.398129,0.986328
4717,0.00674224,0.318258,1.0,4717,0.0117362,0.330267,1.0,4717,0.0267571,0.378355,0.992188,4717,0.0153783,0.369664,1.0,4717,0.00653764,0.319133,1.0,4717,0.023657,0.382364,1.0,4717,0.00796197,0.316618,1.0,4717,0.0325434,0.391449,0.992188
