step, cross_entropy, loss, train_accuracy
1,2.55973,2.77181,0.0859375
9,2.2062,2.4183,0.1875
17,2.08458,2.29715,0.1875
25,1.83654,2.04964,0.304688
33,1.80256,2.01628,0.328125
